kills,assists,deaths,total_gold,gold_per_min,last_hits_per_min,hero_heal_damage,wards_placed,tower_damage,xp_per_min,rank_tier
11.0,4.0,1.0,15375.0,625.0,0.1,14596.0,1.0,5353.0,652.0,6.0
2.0,19.0,5.0,7281.0,296.0,0.02,8031.0,17.0,283.0,338.0,6.0
3.0,14.0,5.0,15325.0,623.0,0.16,9186.0,0.0,9347.0,525.0,6.0
10.0,17.0,5.0,11980.0,487.0,0.04,13409.0,13.0,595.0,522.0,6.0
3.0,5.0,6.0,7109.0,289.0,0.05,5562.0,0.0,0.0,376.0,6.0
3.0,9.0,7.0,8954.0,364.0,0.11,11228.0,0.0,0.0,415.0,7.0
1.0,8.0,8.0,5239.0,213.0,0.01,5688.0,7.0,0.0,281.0,6.0
8.0,5.0,8.0,6297.0,256.0,0.01,8279.0,6.0,0.0,312.0,7.0
3.0,6.0,5.0,8068.0,328.0,0.07,8598.0,1.0,581.0,466.0,6.0
7.0,3.0,1.0,12247.0,586.0,0.09,9605.0,0.0,3343.0,481.0,6.0
5.0,4.0,3.0,6708.0,321.0,0.01,5564.0,0.0,2065.0,292.0,5.0
1.0,2.0,3.0,4681.0,224.0,0.02,2095.0,0.0,0.0,292.0,6.0
0.0,3.0,6.0,6917.0,331.0,0.09,7552.0,0.0,0.0,420.0,6.0
14.0,11.0,0.0,13077.0,795.0,0.09,8977.0,0.0,11993.0,450.0,5.0
10.0,8.0,1.0,10544.0,641.0,0.08,8396.0,0.0,3571.0,503.0,4.0
0.0,0.0,21.0,3092.0,188.0,0.0,2244.0,0.0,0.0,290.0,4.0
0.0,0.0,7.0,6448.0,365.0,0.06,2088.0,0.0,1300.0,418.0,6.0
5.0,9.0,4.0,5883.0,333.0,0.01,7023.0,0.0,449.0,245.0,6.0
2.0,10.0,7.0,4293.0,243.0,0.03,7990.0,0.0,0.0,221.0,6.0
4.0,6.0,2.0,6218.0,352.0,0.07,5571.0,0.0,1754.0,315.0,6.0
5.0,7.0,6.0,4752.0,269.0,0.03,7153.0,0.0,302.0,248.0,6.0
6.0,5.0,4.0,4328.0,245.0,0.02,3956.0,0.0,0.0,230.0,7.0
4.0,1.0,5.0,4964.0,281.0,0.05,3265.0,0.0,0.0,351.0,6.0
15.0,6.0,1.0,15333.0,638.0,0.1,15328.0,0.0,3648.0,622.0,6.0
5.0,9.0,6.0,8411.0,350.0,0.02,3999.0,0.0,532.0,332.0,4.0
2.0,10.0,4.0,7762.0,323.0,0.01,4894.0,0.0,220.0,354.0,6.0
5.0,12.0,1.0,14708.0,612.0,0.12,8695.0,0.0,10470.0,541.0,6.0
2.0,3.0,4.0,7330.0,305.0,0.08,6502.0,0.0,0.0,340.0,6.0
1.0,5.0,9.0,4085.0,170.0,0.01,5017.0,0.0,0.0,235.0,4.0
3.0,4.0,5.0,6104.0,254.0,0.05,7815.0,0.0,0.0,299.0,5.0
4.0,4.0,10.0,4902.0,204.0,0.01,7865.0,0.0,0.0,353.0,5.0
4.0,4.0,4.0,8555.0,356.0,0.08,12131.0,0.0,0.0,351.0,5.0
1.0,2.0,3.0,6848.0,329.0,0.08,3738.0,0.0,1907.0,400.0,5.0
16.0,8.0,2.0,12510.0,601.0,0.08,20625.0,0.0,4616.0,506.0,6.0
4.0,4.0,3.0,11948.0,574.0,0.1,10136.0,0.0,4171.0,507.0,5.0
6.0,3.0,1.0,12989.0,624.0,0.12,9651.0,0.0,9489.0,438.0,5.0
2.0,14.0,2.0,6890.0,331.0,0.02,5815.0,0.0,1046.0,345.0,5.0
1.0,2.0,7.0,3474.0,166.0,0.01,4879.0,0.0,0.0,198.0,4.0
23.0,10.0,1.0,15574.0,744.0,0.07,22535.0,0.0,881.0,720.0,5.0
5.0,2.0,6.0,8624.0,412.0,0.03,6931.0,0.0,2942.0,377.0,4.0
1.0,2.0,6.0,3824.0,167.0,0.01,2208.0,0.0,39.0,243.0,3.0
4.0,4.0,10.0,5747.0,251.0,0.01,9510.0,0.0,0.0,358.0,4.0
0.0,0.0,7.0,6406.0,241.0,0.05,4347.0,0.0,0.0,342.0,4.0
1.0,2.0,10.0,5236.0,197.0,0.03,4538.0,0.0,16.0,291.0,4.0
4.0,4.0,9.0,8958.0,337.0,0.05,11689.0,0.0,527.0,445.0,4.0
8.0,8.0,0.0,16401.0,617.0,0.13,7918.0,0.0,5443.0,570.0,4.0
14.0,13.0,3.0,16056.0,604.0,0.09,16557.0,0.0,8256.0,574.0,6.0
9.0,22.0,2.0,12467.0,469.0,0.03,13558.0,0.0,2347.0,537.0,4.0
12.0,4.0,2.0,16354.0,649.0,0.11,17052.0,0.0,9971.0,851.0,5.0
8.0,3.0,1.0,13305.0,528.0,0.1,11746.0,0.0,4061.0,511.0,4.0
4.0,3.0,8.0,5292.0,210.0,0.01,6494.0,0.0,10.0,196.0,4.0
0.0,2.0,3.0,8215.0,326.0,0.09,4776.0,0.0,346.0,401.0,4.0
1.0,6.0,8.0,3754.0,149.0,0.0,4444.0,0.0,0.0,200.0,4.0
7.0,8.0,2.0,13605.0,536.0,0.08,17435.0,0.0,7120.0,586.0,5.0
5.0,19.0,6.0,13910.0,548.0,0.09,11500.0,0.0,1835.0,443.0,5.0
2.0,8.0,4.0,9239.0,364.0,0.07,18753.0,0.0,0.0,526.0,5.0
6.0,4.0,9.0,10329.0,408.0,0.08,15515.0,0.0,0.0,456.0,4.0
1.0,1.0,9.0,4506.0,178.0,0.03,5938.0,0.0,14.0,130.0,4.0
2.0,3.0,5.0,5620.0,222.0,0.01,4372.0,0.0,0.0,310.0,5.0
3.0,24.0,1.0,9111.0,321.0,0.01,12001.0,0.0,389.0,471.0,3.0
6.0,10.0,4.0,14958.0,527.0,0.07,8689.0,0.0,7045.0,579.0,3.0
8.0,11.0,6.0,13459.0,481.0,0.05,20380.0,0.0,9650.0,402.0,3.0
1.0,5.0,5.0,7723.0,276.0,0.05,6694.0,0.0,380.0,397.0,4.0
4.0,13.0,4.0,7947.0,284.0,0.02,10198.0,0.0,16.0,248.0,3.0
1.0,5.0,8.0,3311.0,154.0,0.01,3626.0,0.0,0.0,188.0,6.0
0.0,5.0,14.0,6708.0,312.0,0.04,7923.0,0.0,0.0,247.0,7.0
12.0,18.0,1.0,11180.0,520.0,0.05,15505.0,0.0,5665.0,404.0,7.0
13.0,11.0,5.0,11459.0,533.0,0.05,15967.0,0.0,1439.0,491.0,7.0
13.0,8.0,0.0,13781.0,641.0,0.09,18629.0,0.0,3951.0,576.0,7.0
6.0,6.0,10.0,9462.0,325.0,0.04,15652.0,0.0,87.0,517.0,2.0
4.0,15.0,3.0,10685.0,367.0,0.04,11512.0,0.0,1739.0,529.0,2.0
19.0,11.0,0.0,19032.0,732.0,0.11,22973.0,0.0,6439.0,726.0,5.0
1.0,19.0,3.0,8242.0,317.0,0.02,7683.0,0.0,1580.0,334.0,4.0
11.0,12.0,3.0,17756.0,613.0,0.1,16365.0,0.0,7212.0,556.0,4.0
0.0,4.0,9.0,8371.0,289.0,0.06,3083.0,0.0,384.0,328.0,4.0
4.0,1.0,8.0,5793.0,200.0,0.01,5257.0,0.0,0.0,224.0,3.0
4.0,5.0,7.0,9877.0,341.0,0.07,12634.0,0.0,138.0,420.0,4.0
3.0,18.0,7.0,8400.0,318.0,0.03,14032.0,0.0,1412.0,407.0,6.0
7.0,7.0,3.0,15453.0,585.0,0.12,17693.0,0.0,7184.0,603.0,6.0
5.0,16.0,2.0,9008.0,341.0,0.03,19963.0,0.0,223.0,378.0,6.0
5.0,10.0,4.0,11412.0,432.0,0.06,13426.0,0.0,2251.0,433.0,6.0
4.0,5.0,7.0,9932.0,376.0,0.08,8853.0,0.0,18.0,463.0,6.0
6.0,8.0,9.0,8136.0,308.0,0.02,11373.0,0.0,0.0,426.0,6.0
4.0,5.0,10.0,7977.0,302.0,0.05,7801.0,0.0,0.0,337.0,6.0
2.0,9.0,6.0,6524.0,247.0,0.01,7513.0,0.0,0.0,239.0,6.0
1.0,0.0,3.0,10091.0,382.0,0.09,6135.0,0.0,871.0,450.0,6.0
8.0,9.0,7.0,10345.0,335.0,0.05,8100.0,0.0,38.0,452.0,3.0
2.0,6.0,6.0,9450.0,306.0,0.06,9619.0,0.0,177.0,436.0,4.0
1.0,11.0,10.0,6238.0,202.0,0.02,6160.0,0.0,0.0,347.0,3.0
12.0,14.0,5.0,16306.0,528.0,0.08,31984.0,0.0,2347.0,612.0,3.0
3.0,22.0,8.0,8925.0,289.0,0.01,9082.0,0.0,177.0,370.0,3.0
7.0,19.0,4.0,8549.0,356.0,0.01,12160.0,0.0,2169.0,405.0,5.0
15.0,10.0,1.0,16091.0,670.0,0.11,17282.0,0.0,7104.0,639.0,4.0
2.0,11.0,1.0,9054.0,377.0,0.05,5233.0,0.0,1914.0,432.0,2.0
15.0,16.0,1.0,14482.0,603.0,0.08,22256.0,0.0,2707.0,631.0,4.0
4.0,22.0,3.0,8381.0,349.0,0.03,11535.0,0.0,57.0,448.0,4.0
3.0,11.0,6.0,10307.0,353.0,0.07,16110.0,0.0,0.0,456.0,5.0
4.0,8.0,7.0,10190.0,349.0,0.06,11502.0,0.0,344.0,494.0,5.0
2.0,25.0,5.0,10804.0,370.0,0.03,9635.0,0.0,1860.0,450.0,4.0
19.0,6.0,2.0,20936.0,717.0,0.09,30754.0,0.0,5954.0,809.0,4.0
1.0,11.0,8.0,9957.0,341.0,0.02,5231.0,0.0,4013.0,349.0,4.0
9.0,3.0,1.0,12985.0,747.0,0.13,10207.0,0.0,9241.0,712.0,7.0
1.0,9.0,2.0,4780.0,275.0,0.0,7442.0,0.0,500.0,272.0,6.0
4.0,6.0,2.0,8917.0,513.0,0.08,9781.0,0.0,2529.0,501.0,7.0
1.0,3.0,3.0,3059.0,176.0,0.0,4198.0,0.0,0.0,170.0,7.0
0.0,2.0,5.0,5041.0,290.0,0.05,2436.0,0.0,0.0,317.0,7.0
0.0,0.0,2.0,2068.0,119.0,0.0,1035.0,0.0,0.0,54.0,7.0
6.0,24.0,4.0,10093.0,386.0,0.03,8123.0,0.0,5147.0,637.0,4.0
3.0,5.0,11.0,6955.0,266.0,0.03,11873.0,0.0,0.0,290.0,5.0
4.0,2.0,7.0,9649.0,369.0,0.06,8328.0,0.0,603.0,541.0,5.0
3.0,4.0,1.0,15464.0,550.0,0.12,13081.0,0.0,6269.0,510.0,2.0
5.0,6.0,6.0,10065.0,358.0,0.03,11799.0,0.0,857.0,441.0,2.0
3.0,12.0,1.0,8788.0,405.0,0.03,8043.0,0.0,513.0,396.0,7.0
5.0,9.0,1.0,12347.0,569.0,0.11,7960.0,0.0,3423.0,447.0,7.0
11.0,4.0,2.0,14517.0,669.0,0.12,14492.0,0.0,3301.0,727.0,7.0
1.0,0.0,7.0,4253.0,196.0,0.03,7948.0,0.0,0.0,188.0,7.0
1.0,3.0,7.0,3537.0,163.0,0.0,4565.0,0.0,0.0,173.0,7.0
0.0,3.0,3.0,8072.0,372.0,0.09,5300.0,0.0,415.0,492.0,7.0
1.0,1.0,5.0,6835.0,315.0,0.09,5784.0,0.0,0.0,335.0,7.0
2.0,2.0,9.0,4405.0,203.0,0.02,7340.0,0.0,0.0,192.0,7.0
4.0,14.0,9.0,9433.0,331.0,0.02,8618.0,0.0,481.0,332.0,5.0
19.0,16.0,3.0,17755.0,623.0,0.07,30582.0,0.0,9432.0,850.0,6.0
5.0,22.0,11.0,9148.0,321.0,0.01,12137.0,0.0,390.0,373.0,5.0
9.0,19.0,3.0,14677.0,515.0,0.07,21767.0,0.0,3153.0,602.0,6.0
6.0,27.0,4.0,11742.0,412.0,0.04,19764.0,0.0,3573.0,362.0,6.0
6.0,10.0,8.0,10089.0,354.0,0.06,11171.0,0.0,1215.0,461.0,5.0
8.0,8.0,14.0,10003.0,351.0,0.03,21221.0,0.0,0.0,441.0,6.0
3.0,13.0,7.0,9348.0,328.0,0.05,20027.0,0.0,0.0,446.0,6.0
12.0,10.0,2.0,14954.0,597.0,0.09,13949.0,0.0,1589.0,553.0,3.0
4.0,5.0,0.0,10871.0,434.0,0.07,4232.0,0.0,2449.0,392.0,2.0
12.0,9.0,2.0,16179.0,582.0,0.11,20289.0,0.0,2553.0,719.0,4.0
2.0,4.0,3.0,5865.0,211.0,0.02,3779.0,0.0,0.0,345.0,5.0
0.0,2.0,4.0,9257.0,333.0,0.11,4138.0,0.0,0.0,334.0,5.0
0.0,8.0,9.0,6560.0,236.0,0.04,8464.0,0.0,18.0,328.0,5.0
10.0,18.0,1.0,12296.0,456.0,0.07,26640.0,0.0,833.0,612.0,3.0
5.0,5.0,8.0,8925.0,331.0,0.04,11298.0,0.0,751.0,292.0,3.0
5.0,1.0,4.0,5817.0,192.0,0.01,5579.0,9.0,0.0,203.0,5.0
3.0,3.0,7.0,12362.0,408.0,0.09,13790.0,4.0,1240.0,491.0,6.0
2.0,4.0,6.0,5605.0,185.0,0.01,7866.0,7.0,123.0,220.0,5.0
5.0,0.0,8.0,14725.0,486.0,0.1,9868.0,1.0,1526.0,471.0,6.0
0.0,6.0,9.0,8514.0,281.0,0.05,7108.0,0.0,607.0,248.0,6.0
6.0,16.0,5.0,12029.0,397.0,0.04,13207.0,0.0,1839.0,468.0,5.0
3.0,14.0,3.0,11877.0,392.0,0.03,9439.0,33.0,117.0,522.0,6.0
12.0,9.0,3.0,19785.0,653.0,0.13,16969.0,0.0,15384.0,593.0,6.0
10.0,10.0,2.0,16452.0,543.0,0.09,17723.0,0.0,4890.0,549.0,6.0
5.0,2.0,2.0,6352.0,369.0,0.05,7641.0,0.0,328.0,362.0,6.0
4.0,1.0,3.0,6318.0,367.0,0.06,6443.0,0.0,146.0,377.0,6.0
0.0,5.0,5.0,4028.0,234.0,0.02,3619.0,0.0,260.0,216.0,6.0
3.0,0.0,2.0,7007.0,407.0,0.1,3669.0,0.0,1226.0,430.0,6.0
5.0,6.0,3.0,5681.0,330.0,0.01,7218.0,0.0,0.0,242.0,6.0
0.0,0.0,2.0,2461.0,143.0,0.02,1736.0,0.0,0.0,108.0,6.0
6.0,5.0,4.0,7540.0,438.0,0.06,8258.0,0.0,0.0,408.0,6.0
4.0,10.0,3.0,6835.0,397.0,0.01,7400.0,0.0,0.0,399.0,6.0
22.0,5.0,4.0,21657.0,689.0,0.1,29147.0,0.0,4617.0,799.0,6.0
6.0,16.0,5.0,11976.0,381.0,0.02,12883.0,2.0,436.0,566.0,4.0
4.0,8.0,5.0,15025.0,478.0,0.06,9462.0,17.0,421.0,472.0,5.0
9.0,6.0,2.0,19551.0,622.0,0.11,15210.0,0.0,8066.0,650.0,5.0
7.0,7.0,7.0,9587.0,305.0,0.02,7324.0,18.0,0.0,418.0,4.0
4.0,12.0,11.0,11441.0,364.0,0.06,11868.0,4.0,0.0,560.0,5.0
0.0,5.0,14.0,7386.0,235.0,0.04,2366.0,0.0,0.0,309.0,5.0
5.0,4.0,11.0,8581.0,273.0,0.02,4465.0,1.0,0.0,386.0,7.0
5.0,8.0,9.0,8549.0,272.0,0.02,22065.0,7.0,0.0,542.0,3.0
6.0,6.0,0.0,12816.0,545.0,0.1,12840.0,0.0,4196.0,441.0,4.0
20.0,4.0,3.0,15662.0,666.0,0.07,28896.0,0.0,3368.0,707.0,4.0
3.0,5.0,1.0,12746.0,542.0,0.1,6695.0,0.0,8946.0,463.0,4.0
4.0,6.0,3.0,7854.0,334.0,0.02,6407.0,0.0,421.0,267.0,4.0
5.0,2.0,4.0,6278.0,267.0,0.03,11697.0,0.0,0.0,342.0,4.0
0.0,1.0,6.0,5573.0,237.0,0.05,1906.0,0.0,0.0,309.0,4.0
0.0,6.0,5.0,6514.0,277.0,0.06,4319.0,0.0,84.0,368.0,4.0
4.0,2.0,5.0,12961.0,523.0,0.11,15433.0,0.0,31.0,497.0,3.0
3.0,3.0,3.0,10929.0,441.0,0.07,6048.0,0.0,7653.0,366.0,3.0
3.0,3.0,4.0,9591.0,387.0,0.05,6601.0,0.0,4447.0,315.0,3.0
3.0,7.0,3.0,9516.0,384.0,0.08,6941.0,0.0,33.0,480.0,4.0
3.0,10.0,10.0,11390.0,336.0,0.07,29983.0,0.0,634.0,425.0,4.0
1.0,5.0,7.0,7491.0,221.0,0.03,7259.0,0.0,0.0,253.0,4.0
7.0,4.0,7.0,12983.0,383.0,0.08,26646.0,0.0,0.0,526.0,5.0
2.0,9.0,5.0,13221.0,390.0,0.09,11686.0,0.0,259.0,440.0,4.0
7.0,19.0,8.0,12949.0,382.0,0.03,14886.0,0.0,398.0,390.0,4.0
6.0,16.0,4.0,11288.0,333.0,0.02,11906.0,0.0,473.0,483.0,4.0
9.0,12.0,5.0,19051.0,562.0,0.11,21375.0,0.0,5550.0,673.0,4.0
9.0,13.0,1.0,22441.0,662.0,0.14,13654.0,0.0,15270.0,696.0,5.0
2.0,5.0,0.0,8373.0,447.0,0.1,4299.0,0.0,907.0,433.0,5.0
7.0,12.0,1.0,6200.0,331.0,0.01,7970.0,0.0,124.0,342.0,4.0
5.0,1.0,9.0,10120.0,392.0,0.07,13668.0,0.0,0.0,535.0,5.0
3.0,1.0,8.0,4853.0,188.0,0.01,6095.0,0.0,14.0,251.0,4.0
2.0,14.0,4.0,9164.0,355.0,0.03,9221.0,0.0,2301.0,431.0,6.0
8.0,7.0,3.0,14250.0,552.0,0.09,6363.0,0.0,5209.0,546.0,4.0
1.0,3.0,6.0,6342.0,265.0,0.06,6558.0,0.0,0.0,272.0,6.0
1.0,4.0,8.0,7299.0,305.0,0.05,7870.0,0.0,242.0,315.0,6.0
3.0,1.0,6.0,3996.0,167.0,0.0,7420.0,0.0,0.0,195.0,6.0
1.0,15.0,1.0,7227.0,302.0,0.02,11091.0,0.0,4432.0,334.0,6.0
2.0,6.0,8.0,8995.0,300.0,0.01,5729.0,0.0,37.0,249.0,6.0
0.0,7.0,5.0,9114.0,304.0,0.01,6060.0,0.0,224.0,278.0,5.0
9.0,0.0,3.0,16400.0,547.0,0.08,13931.0,0.0,1196.0,373.0,6.0
11.0,10.0,6.0,31392.0,1047.0,0.15,29370.0,0.0,1787.0,868.0,5.0
4.0,13.0,11.0,10734.0,358.0,0.07,25259.0,0.0,0.0,493.0,6.0
5.0,11.0,9.0,9534.0,318.0,0.05,17264.0,0.0,19.0,372.0,5.0
2.0,14.0,7.0,8605.0,287.0,0.02,17205.0,0.0,0.0,370.0,5.0
4.0,6.0,1.0,12145.0,550.0,0.1,7351.0,0.0,3827.0,529.0,4.0
3.0,3.0,2.0,4659.0,211.0,0.01,3179.0,0.0,217.0,194.0,3.0
1.0,3.0,5.0,6713.0,304.0,0.08,3576.0,0.0,0.0,285.0,3.0
6.0,23.0,1.0,11692.0,450.0,0.04,13676.0,0.0,5450.0,644.0,1.0
20.0,13.0,1.0,18578.0,715.0,0.12,30388.0,0.0,54.0,766.0,2.0
1.0,1.0,7.0,4573.0,176.0,0.02,7678.0,0.0,0.0,149.0,2.0
3.0,2.0,8.0,6391.0,246.0,0.03,3224.0,0.0,0.0,297.0,2.0
0.0,1.0,2.0,2759.0,142.0,0.01,1206.0,0.0,0.0,99.0,5.0
2.0,3.0,8.0,4955.0,255.0,0.04,3497.0,0.0,0.0,233.0,5.0
6.0,7.0,9.0,12622.0,391.0,0.08,12563.0,0.0,0.0,472.0,4.0
10.0,10.0,15.0,11589.0,359.0,0.03,16139.0,0.0,0.0,465.0,4.0
18.0,11.0,5.0,18821.0,583.0,0.08,19951.0,0.0,6878.0,750.0,3.0
3.0,11.0,11.0,8279.0,274.0,0.02,7954.0,0.0,0.0,306.0,3.0
1.0,8.0,6.0,8853.0,293.0,0.07,7863.0,0.0,0.0,445.0,4.0
7.0,9.0,0.0,13204.0,531.0,0.09,11954.0,0.0,4891.0,490.0,4.0
2.0,1.0,11.0,5769.0,232.0,0.04,7626.0,0.0,0.0,315.0,4.0
1.0,2.0,22.0,5138.0,173.0,0.02,4208.0,0.0,1122.0,213.0,4.0
5.0,8.0,6.0,8731.0,294.0,0.03,8043.0,0.0,40.0,437.0,5.0
18.0,11.0,6.0,18948.0,638.0,0.07,20048.0,0.0,4287.0,667.0,4.0
5.0,20.0,11.0,9266.0,319.0,0.01,11440.0,0.0,428.0,308.0,4.0
2.0,13.0,9.0,14234.0,490.0,0.1,4604.0,0.0,1868.0,409.0,5.0
5.0,7.0,10.0,10225.0,352.0,0.06,16629.0,0.0,0.0,369.0,4.0
5.0,11.0,13.0,9760.0,336.0,0.04,13853.0,0.0,15.0,389.0,5.0
7.0,22.0,7.0,12177.0,377.0,0.04,16680.0,0.0,2106.0,568.0,5.0
12.0,20.0,2.0,15310.0,474.0,0.07,41187.0,0.0,948.0,773.0,4.0
15.0,9.0,5.0,15568.0,482.0,0.06,22421.0,0.0,949.0,559.0,4.0
13.0,13.0,6.0,20155.0,624.0,0.12,12328.0,0.0,10092.0,669.0,5.0
6.0,21.0,5.0,13307.0,412.0,0.03,13847.0,0.0,1107.0,560.0,3.0
3.0,11.0,14.0,8139.0,252.0,0.01,11336.0,0.0,0.0,284.0,6.0
6.0,7.0,11.0,11724.0,363.0,0.06,11631.0,0.0,0.0,474.0,4.0
3.0,8.0,13.0,13404.0,415.0,0.07,12312.0,0.0,238.0,413.0,5.0
6.0,9.0,7.0,12080.0,374.0,0.06,14463.0,0.0,1272.0,530.0,4.0
6.0,10.0,9.0,11628.0,360.0,0.03,13025.0,0.0,0.0,468.0,3.0
6.0,3.0,8.0,9259.0,309.0,0.07,14620.0,0.0,277.0,357.0,1.0
3.0,7.0,7.0,9559.0,319.0,0.04,11381.0,0.0,1689.0,400.0,2.0
0.0,8.0,8.0,9469.0,316.0,0.06,17580.0,0.0,167.0,466.0,2.0
3.0,8.0,2.0,15552.0,519.0,0.11,8583.0,0.0,6607.0,495.0,2.0
6.0,2.0,3.0,15462.0,516.0,0.1,5429.0,0.0,2344.0,508.0,2.0
18.0,8.0,2.0,19508.0,651.0,0.1,24833.0,0.0,7416.0,1063.0,2.0
4.0,13.0,3.0,14631.0,464.0,0.07,11649.0,10.0,4164.0,484.0,5.0
16.0,10.0,9.0,14000.0,444.0,0.02,19003.0,2.0,668.0,625.0,6.0
5.0,11.0,8.0,15798.0,501.0,0.06,9195.0,1.0,6722.0,468.0,5.0
6.0,14.0,8.0,15230.0,483.0,0.07,11433.0,0.0,4230.0,576.0,5.0
3.0,9.0,8.0,9050.0,287.0,0.03,18375.0,3.0,0.0,438.0,5.0
12.0,11.0,8.0,13086.0,415.0,0.06,20206.0,4.0,38.0,487.0,5.0
5.0,12.0,11.0,7631.0,242.0,0.02,14493.0,6.0,113.0,321.0,5.0
0.0,0.0,4.0,4257.0,135.0,0.02,66.0,12.0,0.0,193.0,5.0
4.0,12.0,12.0,10090.0,320.0,0.05,13295.0,2.0,461.0,445.0,6.0
9.0,11.0,1.0,16004.0,557.0,0.09,15414.0,0.0,9857.0,639.0,6.0
2.0,7.0,5.0,7327.0,255.0,0.01,7470.0,16.0,151.0,270.0,5.0
2.0,18.0,6.0,7786.0,271.0,0.01,7717.0,3.0,1197.0,291.0,6.0
10.0,7.0,5.0,13619.0,474.0,0.06,21817.0,1.0,1917.0,504.0,6.0
8.0,8.0,3.0,17326.0,603.0,0.11,16744.0,0.0,3963.0,703.0,6.0
6.0,3.0,8.0,10114.0,352.0,0.09,9167.0,0.0,1957.0,389.0,6.0
1.0,7.0,0.0,10286.0,358.0,0.09,11804.0,1.0,0.0,433.0,6.0
3.0,11.0,10.0,6637.0,231.0,0.01,7167.0,2.0,0.0,282.0,6.0
5.0,1.0,9.0,10356.0,311.0,0.06,9303.0,0.0,840.0,401.0,3.0
7.0,16.0,14.0,11388.0,342.0,0.03,19368.0,0.0,66.0,418.0,3.0
11.0,10.0,4.0,16583.0,498.0,0.07,16438.0,0.0,1850.0,609.0,4.0
27.0,8.0,0.0,23877.0,756.0,0.13,35183.0,0.0,5452.0,870.0,2.0
11.0,17.0,3.0,13928.0,441.0,0.03,22963.0,0.0,4644.0,636.0,2.0
9.0,5.0,2.0,12883.0,436.0,0.09,19024.0,1.0,303.0,699.0,7.0
3.0,7.0,11.0,8037.0,272.0,0.05,8617.0,0.0,83.0,323.0,6.0
7.0,5.0,4.0,10667.0,361.0,0.08,9897.0,1.0,26.0,386.0,7.0
4.0,9.0,10.0,6560.0,222.0,0.04,6863.0,5.0,18.0,269.0,7.0
1.0,8.0,7.0,7328.0,248.0,0.06,8488.0,20.0,0.0,377.0,6.0
17.0,2.0,3.0,23994.0,812.0,0.16,25866.0,10.0,6657.0,847.0,7.0
3.0,13.0,5.0,10017.0,339.0,0.03,7375.0,0.0,977.0,302.0,6.0
1.0,11.0,8.0,7889.0,267.0,0.01,4634.0,34.0,240.0,309.0,7.0
7.0,9.0,4.0,18882.0,639.0,0.13,9858.0,0.0,13082.0,624.0,6.0
0.0,3.0,10.0,5088.0,177.0,0.03,2004.0,1.0,0.0,217.0,4.0
2.0,4.0,10.0,8883.0,309.0,0.07,7898.0,0.0,0.0,433.0,4.0
2.0,5.0,8.0,9113.0,317.0,0.06,10211.0,0.0,0.0,289.0,5.0
18.0,11.0,1.0,20872.0,726.0,0.09,18421.0,0.0,6997.0,794.0,5.0
2.0,16.0,2.0,10120.0,352.0,0.03,6842.0,9.0,311.0,375.0,4.0
16.0,9.0,1.0,22137.0,770.0,0.15,31764.0,0.0,10040.0,967.0,5.0
4.0,22.0,6.0,8725.0,321.0,0.02,9663.0,0.0,124.0,456.0,4.0
17.0,8.0,1.0,27944.0,1028.0,0.16,37277.0,0.0,1741.0,875.0,5.0
0.0,3.0,11.0,3860.0,142.0,0.01,2557.0,0.0,13.0,214.0,4.0
5.0,4.0,8.0,8888.0,327.0,0.06,17799.0,0.0,140.0,361.0,4.0
7.0,5.0,1.0,11435.0,529.0,0.09,14119.0,0.0,373.0,526.0,4.0
1.0,6.0,12.0,10419.0,482.0,0.03,6707.0,0.0,0.0,282.0,3.0
14.0,7.0,6.0,12959.0,582.0,0.06,17897.0,0.0,2900.0,546.0,4.0
7.0,1.0,1.0,12157.0,546.0,0.09,8551.0,0.0,4291.0,462.0,4.0
7.0,14.0,0.0,13137.0,590.0,0.1,18038.0,0.0,6424.0,472.0,4.0
2.0,7.0,9.0,7147.0,321.0,0.07,6114.0,0.0,0.0,344.0,5.0
4.0,1.0,3.0,5922.0,266.0,0.04,5000.0,0.0,49.0,380.0,4.0
0.0,2.0,12.0,4431.0,199.0,0.04,6264.0,0.0,0.0,205.0,4.0
2.0,6.0,9.0,4208.0,189.0,0.01,8479.0,0.0,0.0,171.0,4.0
4.0,6.0,3.0,4854.0,218.0,0.0,8654.0,0.0,82.0,280.0,4.0
5.0,14.0,7.0,9483.0,343.0,0.02,17996.0,0.0,0.0,502.0,5.0
6.0,9.0,10.0,10838.0,392.0,0.06,11913.0,0.0,168.0,493.0,5.0
5.0,19.0,6.0,11640.0,421.0,0.07,10320.0,0.0,2179.0,544.0,5.0
8.0,15.0,5.0,12801.0,463.0,0.07,19353.0,0.0,1885.0,528.0,5.0
3.0,4.0,12.0,5963.0,221.0,0.02,10888.0,0.0,66.0,269.0,5.0
1.0,11.0,4.0,6799.0,252.0,0.01,2821.0,0.0,160.0,344.0,4.0
9.0,4.0,0.0,17755.0,658.0,0.15,25862.0,0.0,0.0,757.0,6.0
11.0,9.0,1.0,16594.0,615.0,0.11,18845.0,0.0,10564.0,652.0,5.0
1.0,7.0,11.0,9011.0,289.0,0.06,5712.0,0.0,587.0,439.0,2.0
10.0,20.0,2.0,15965.0,512.0,0.08,18919.0,0.0,2050.0,784.0,3.0
3.0,6.0,12.0,8162.0,291.0,0.06,13497.0,0.0,23.0,346.0,3.0
3.0,5.0,6.0,8190.0,292.0,0.04,7341.0,0.0,17.0,436.0,3.0
