kills,assists,deaths,total_gold,gold_per_min,last_hits_per_min,hero_heal_damage,wards_placed,tower_damage,xp_per_min,rank_tier
5.0,12.0,3.0,13125.0,475.0,0.09,11523.0,0.0,3413.0,600.0,6.0
2.0,13.0,6.0,8207.0,297.0,0.01,7122.0,0.0,283.0,356.0,5.0
2.0,5.0,8.0,7682.0,278.0,0.05,5122.0,0.0,79.0,309.0,5.0
4.0,6.0,7.0,10307.0,373.0,0.07,10351.0,0.0,275.0,483.0,5.0
6.0,7.0,4.0,13512.0,489.0,0.12,7787.0,0.0,1360.0,625.0,5.0
4.0,8.0,10.0,10592.0,384.0,0.06,12353.0,0.0,0.0,390.0,6.0
20.0,11.0,3.0,20273.0,735.0,0.1,40844.0,0.0,15549.0,1073.0,5.0
3.0,11.0,3.0,9516.0,345.0,0.04,22089.0,0.0,941.0,325.0,4.0
10.0,12.0,5.0,13653.0,495.0,0.07,14091.0,0.0,1224.0,419.0,5.0
4.0,10.0,7.0,12162.0,466.0,0.08,13495.0,0.0,2483.0,484.0,3.0
22.0,14.0,5.0,18400.0,705.0,0.09,33430.0,0.0,5716.0,1095.0,3.0
8.0,12.0,7.0,11745.0,450.0,0.11,21201.0,0.0,20.0,634.0,4.0
4.0,13.0,10.0,8691.0,333.0,0.05,12333.0,0.0,57.0,333.0,3.0
6.0,11.0,7.0,6681.0,256.0,0.02,11190.0,0.0,0.0,434.0,2.0
3.0,5.0,2.0,14445.0,535.0,0.07,7410.0,0.0,8575.0,495.0,5.0
1.0,2.0,3.0,7344.0,272.0,0.02,2641.0,0.0,0.0,114.0,5.0
5.0,0.0,3.0,17415.0,645.0,0.11,21631.0,0.0,58.0,580.0,6.0
18.0,6.0,1.0,19442.0,679.0,0.11,16692.0,0.0,10158.0,565.0,5.0
7.0,17.0,1.0,10164.0,355.0,0.01,11011.0,0.0,899.0,393.0,4.0
7.0,15.0,2.0,14316.0,500.0,0.08,11215.0,0.0,5030.0,539.0,4.0
1.0,3.0,5.0,6872.0,240.0,0.06,6354.0,0.0,17.0,250.0,4.0
0.0,6.0,11.0,4352.0,152.0,0.01,4207.0,0.0,0.0,182.0,4.0
5.0,9.0,0.0,8966.0,465.0,0.06,7971.0,0.0,1167.0,498.0,4.0
3.0,8.0,2.0,9545.0,495.0,0.08,4167.0,0.0,4589.0,313.0,4.0
15.0,6.0,1.0,14153.0,734.0,0.12,15571.0,0.0,8351.0,699.0,4.0
0.0,0.0,7.0,3760.0,195.0,0.05,1561.0,0.0,0.0,204.0,4.0
1.0,2.0,10.0,3027.0,157.0,0.01,6175.0,0.0,0.0,202.0,4.0
3.0,2.0,5.0,7385.0,383.0,0.08,5303.0,0.0,0.0,370.0,5.0
1.0,0.0,6.0,5495.0,285.0,0.07,8644.0,0.0,0.0,383.0,4.0
9.0,11.0,3.0,11185.0,392.0,0.03,14839.0,0.0,1294.0,366.0,2.0
9.0,1.0,4.0,13353.0,468.0,0.07,16177.0,0.0,747.0,608.0,3.0
5.0,3.0,8.0,9958.0,349.0,0.05,8068.0,0.0,225.0,396.0,2.0
7.0,18.0,7.0,8998.0,330.0,0.01,17049.0,14.0,178.0,501.0,3.0
7.0,14.0,7.0,11315.0,415.0,0.08,13910.0,0.0,984.0,381.0,4.0
9.0,19.0,3.0,11179.0,410.0,0.05,18846.0,0.0,836.0,628.0,3.0
11.0,23.0,4.0,11942.0,438.0,0.04,25229.0,6.0,74.0,782.0,3.0
5.0,7.0,9.0,8779.0,322.0,0.04,14231.0,0.0,0.0,413.0,3.0
6.0,2.0,9.0,7498.0,275.0,0.02,17716.0,10.0,163.0,320.0,3.0
1.0,4.0,10.0,7062.0,259.0,0.05,10396.0,1.0,0.0,335.0,4.0
7.0,14.0,12.0,13731.0,421.0,0.06,12959.0,0.0,2790.0,533.0,3.0
25.0,16.0,4.0,16308.0,500.0,0.05,35130.0,0.0,404.0,583.0,3.0
11.0,9.0,7.0,29583.0,907.0,0.14,21294.0,0.0,10969.0,841.0,4.0
4.0,13.0,5.0,13731.0,421.0,0.08,7512.0,0.0,2988.0,522.0,3.0
0.0,2.0,3.0,4135.0,194.0,0.03,4789.0,0.0,278.0,178.0,3.0
2.0,0.0,7.0,7013.0,329.0,0.06,8048.0,0.0,12.0,334.0,3.0
0.0,1.0,7.0,3751.0,176.0,0.03,4141.0,0.0,0.0,163.0,4.0
7.0,4.0,0.0,10509.0,493.0,0.07,6881.0,0.0,4183.0,455.0,4.0
1.0,12.0,0.0,6053.0,284.0,0.01,3308.0,0.0,340.0,285.0,3.0
11.0,7.0,0.0,13877.0,651.0,0.12,24262.0,0.0,58.0,651.0,3.0
1.0,0.0,8.0,7871.0,357.0,0.07,5299.0,1.0,3117.0,388.0,5.0
1.0,1.0,9.0,5755.0,261.0,0.04,7466.0,0.0,936.0,207.0,5.0
11.0,9.0,1.0,16846.0,764.0,0.11,16654.0,1.0,2557.0,767.0,5.0
2.0,1.0,0.0,5600.0,254.0,0.01,3432.0,0.0,0.0,111.0,3.0
3.0,4.0,6.0,6359.0,261.0,0.04,8514.0,0.0,0.0,332.0,3.0
1.0,2.0,12.0,5604.0,230.0,0.04,6324.0,0.0,382.0,207.0,4.0
4.0,6.0,7.0,9931.0,391.0,0.07,10825.0,0.0,0.0,436.0,5.0
8.0,13.0,2.0,9931.0,391.0,0.02,11655.0,0.0,1159.0,479.0,4.0
5.0,10.0,5.0,12522.0,493.0,0.09,7374.0,0.0,5701.0,455.0,7.0
7.0,13.0,3.0,13148.0,456.0,0.06,16709.0,0.0,1135.0,518.0,4.0
3.0,23.0,6.0,9457.0,328.0,0.01,14450.0,0.0,485.0,387.0,5.0
12.0,9.0,3.0,16290.0,565.0,0.09,21569.0,0.0,6217.0,545.0,4.0
0.0,8.0,7.0,5305.0,184.0,0.01,8823.0,0.0,0.0,328.0,4.0
7.0,7.0,9.0,9313.0,323.0,0.05,19189.0,0.0,334.0,388.0,3.0
8.0,7.0,12.0,10441.0,319.0,0.03,20016.0,0.0,674.0,502.0,4.0
3.0,11.0,11.0,11227.0,343.0,0.06,33408.0,0.0,0.0,436.0,5.0
17.0,25.0,3.0,15777.0,482.0,0.05,26869.0,0.0,5444.0,639.0,4.0
17.0,25.0,6.0,15679.0,479.0,0.04,29833.0,0.0,340.0,676.0,4.0
5.0,23.0,7.0,11358.0,366.0,0.02,10642.0,0.0,256.0,493.0,4.0
6.0,23.0,7.0,10209.0,329.0,0.0,15054.0,0.0,485.0,529.0,3.0
2.0,7.0,11.0,8099.0,261.0,0.04,11484.0,0.0,30.0,376.0,4.0
8.0,6.0,5.0,15033.0,519.0,0.08,18965.0,0.0,1297.0,532.0,3.0
14.0,10.0,5.0,13208.0,456.0,0.05,13549.0,0.0,650.0,455.0,4.0
3.0,5.0,3.0,17347.0,771.0,0.11,8611.0,0.0,3089.0,423.0,5.0
2.0,5.0,4.0,7762.0,345.0,0.04,14195.0,0.0,119.0,372.0,4.0
5.0,1.0,1.0,8595.0,382.0,0.05,15927.0,0.0,0.0,489.0,4.0
2.0,15.0,5.0,8271.0,339.0,0.03,6339.0,0.0,1017.0,317.0,6.0
5.0,10.0,3.0,10443.0,428.0,0.06,10125.0,0.0,3021.0,394.0,6.0
7.0,8.0,5.0,11150.0,457.0,0.08,12124.0,0.0,734.0,474.0,6.0
9.0,3.0,0.0,20300.0,832.0,0.2,13064.0,0.0,10825.0,790.0,5.0
3.0,3.0,5.0,7320.0,300.0,0.06,6340.0,0.0,54.0,351.0,5.0
2.0,5.0,7.0,4294.0,176.0,0.01,4900.0,0.0,0.0,274.0,6.0
1.0,4.0,5.0,4196.0,172.0,0.01,2816.0,0.0,0.0,221.0,6.0
6.0,3.0,4.0,10028.0,411.0,0.09,9645.0,0.0,223.0,572.0,6.0
1.0,4.0,4.0,9135.0,453.0,0.08,7886.0,0.0,1588.0,489.0,4.0
0.0,0.0,0.0,3367.0,167.0,0.0,0.0,0.0,0.0,0.0,3.0
9.0,0.0,4.0,13733.0,681.0,0.07,14028.0,0.0,0.0,723.0,3.0
0.0,3.0,6.0,8268.0,410.0,0.05,3267.0,0.0,0.0,395.0,4.0
0.0,1.0,3.0,4517.0,224.0,0.04,2428.0,0.0,77.0,117.0,3.0
3.0,13.0,3.0,8745.0,374.0,0.02,6382.0,0.0,982.0,423.0,4.0
4.0,11.0,8.0,8441.0,361.0,0.01,8821.0,0.0,1087.0,402.0,4.0
7.0,12.0,6.0,11925.0,510.0,0.07,7230.0,0.0,3855.0,348.0,4.0
2.0,18.0,8.0,16648.0,712.0,0.06,8577.0,0.0,16.0,550.0,4.0
0.0,7.0,5.0,3273.0,140.0,0.0,761.0,0.0,0.0,100.0,5.0
1.0,5.0,7.0,4302.0,184.0,0.01,1876.0,0.0,0.0,176.0,4.0
8.0,6.0,10.0,13897.0,444.0,0.08,20261.0,0.0,0.0,559.0,3.0
0.0,3.0,9.0,10297.0,329.0,0.07,2112.0,0.0,0.0,430.0,3.0
1.0,11.0,8.0,5696.0,182.0,0.01,5495.0,0.0,0.0,277.0,3.0
2.0,2.0,3.0,9381.0,531.0,0.08,4078.0,0.0,3098.0,302.0,3.0
0.0,0.0,2.0,5229.0,296.0,0.01,392.0,0.0,5458.0,121.0,3.0
1.0,0.0,2.0,6695.0,379.0,0.05,2336.0,0.0,0.0,275.0,3.0
5.0,0.0,1.0,14875.0,842.0,0.09,9850.0,0.0,196.0,593.0,3.0
0.0,1.0,1.0,2279.0,129.0,0.0,1882.0,0.0,0.0,66.0,4.0
8.0,18.0,3.0,15183.0,500.0,0.09,23415.0,0.0,8600.0,549.0,3.0
11.0,19.0,2.0,19100.0,629.0,0.11,23234.0,0.0,5859.0,675.0,4.0
21.0,15.0,1.0,17035.0,561.0,0.07,37997.0,0.0,730.0,689.0,4.0
2.0,8.0,12.0,5982.0,197.0,0.02,10044.0,0.0,74.0,249.0,3.0
3.0,9.0,8.0,6741.0,222.0,0.01,8224.0,0.0,0.0,338.0,3.0
0.0,0.0,1.0,983.0,154.0,0.01,596.0,0.0,0.0,77.0,4.0
0.0,0.0,0.0,670.0,105.0,0.0,0.0,0.0,0.0,0.0,4.0
1.0,0.0,0.0,4557.0,714.0,0.07,557.0,0.0,0.0,497.0,6.0
1.0,1.0,0.0,2412.0,378.0,0.07,1498.0,0.0,316.0,289.0,3.0
0.0,0.0,0.0,1614.0,253.0,0.05,1809.0,0.0,0.0,353.0,4.0
0.0,0.0,1.0,1953.0,306.0,0.07,1490.0,0.0,0.0,338.0,3.0
9.0,6.0,10.0,11390.0,358.0,0.05,16886.0,0.0,486.0,452.0,2.0
8.0,13.0,10.0,11676.0,367.0,0.03,7267.0,0.0,1199.0,481.0,2.0
17.0,20.0,5.0,14858.0,467.0,0.03,27329.0,0.0,2976.0,654.0,2.0
7.0,12.0,2.0,14953.0,470.0,0.07,15375.0,0.0,1543.0,669.0,2.0
6.0,4.0,2.0,12988.0,479.0,0.07,10175.0,1.0,2797.0,587.0,2.0
1.0,2.0,4.0,7918.0,292.0,0.07,4412.0,1.0,0.0,422.0,4.0
4.0,5.0,0.0,2770.0,299.0,0.01,4507.0,0.0,0.0,288.0,7.0
0.0,0.0,10.0,1343.0,145.0,0.01,455.0,0.0,0.0,104.0,7.0
0.0,0.0,3.0,2001.0,216.0,0.04,1604.0,0.0,0.0,159.0,7.0
4.0,4.0,1.0,6418.0,353.0,0.02,6567.0,0.0,317.0,251.0,7.0
6.0,6.0,1.0,10437.0,574.0,0.07,5575.0,0.0,9356.0,452.0,6.0
4.0,8.0,3.0,6582.0,362.0,0.01,4852.0,0.0,1238.0,248.0,6.0
4.0,9.0,1.0,10328.0,568.0,0.09,6176.0,0.0,5586.0,408.0,6.0
2.0,2.0,2.0,6327.0,348.0,0.08,2450.0,0.0,30.0,359.0,6.0
2.0,2.0,7.0,5218.0,287.0,0.05,7617.0,0.0,0.0,366.0,6.0
0.0,6.0,4.0,3291.0,181.0,0.02,4205.0,0.0,19.0,239.0,6.0
4.0,24.0,4.0,15263.0,481.0,0.06,15586.0,0.0,1572.0,614.0,4.0
20.0,10.0,4.0,19484.0,614.0,0.09,25576.0,0.0,2904.0,585.0,4.0
15.0,14.0,4.0,17040.0,537.0,0.06,21852.0,0.0,11502.0,633.0,4.0
5.0,14.0,10.0,13740.0,433.0,0.05,17208.0,0.0,989.0,550.0,4.0
4.0,7.0,3.0,11163.0,585.0,0.09,3700.0,0.0,9934.0,393.0,5.0
7.0,7.0,1.0,9179.0,481.0,0.05,8973.0,0.0,745.0,365.0,5.0
0.0,0.0,5.0,2977.0,156.0,0.02,1507.0,0.0,0.0,124.0,5.0
0.0,0.0,1.0,2041.0,107.0,0.0,377.0,0.0,0.0,52.0,5.0
12.0,2.0,3.0,12595.0,660.0,0.05,18588.0,0.0,0.0,694.0,5.0
27.0,7.0,2.0,24987.0,774.0,0.12,36050.0,0.0,1762.0,887.0,4.0
3.0,5.0,9.0,11040.0,342.0,0.08,13038.0,0.0,27.0,533.0,2.0
9.0,1.0,9.0,14592.0,452.0,0.08,16735.0,0.0,0.0,570.0,4.0
2.0,7.0,6.0,12602.0,415.0,0.08,11021.0,0.0,123.0,487.0,4.0
13.0,10.0,9.0,13391.0,441.0,0.08,22467.0,0.0,297.0,493.0,4.0
8.0,23.0,8.0,12723.0,419.0,0.06,22335.0,0.0,701.0,467.0,4.0
1.0,0.0,0.0,2537.0,366.0,0.06,1404.0,0.0,39.0,483.0,4.0
0.0,0.0,1.0,2038.0,294.0,0.06,2903.0,0.0,0.0,464.0,4.0
2.0,4.0,6.0,13064.0,509.0,0.13,5894.0,0.0,0.0,565.0,4.0
1.0,4.0,13.0,5492.0,214.0,0.02,6638.0,0.0,0.0,247.0,3.0
4.0,4.0,4.0,9522.0,371.0,0.07,9286.0,0.0,1420.0,443.0,3.0
2.0,3.0,4.0,7624.0,287.0,0.04,11852.0,1.0,0.0,229.0,5.0
1.0,3.0,9.0,4383.0,165.0,0.01,6454.0,0.0,0.0,129.0,6.0
10.0,3.0,9.0,28452.0,1071.0,0.06,29290.0,0.0,1158.0,651.0,5.0
1.0,2.0,9.0,4755.0,179.0,0.01,6339.0,4.0,13.0,110.0,5.0
3.0,5.0,7.0,9271.0,349.0,0.04,10059.0,1.0,563.0,311.0,5.0
14.0,8.0,2.0,27257.0,1026.0,0.15,20742.0,0.0,6694.0,754.0,5.0
4.0,14.0,2.0,9271.0,349.0,0.01,10611.0,8.0,1693.0,457.0,5.0
9.0,1.0,3.0,13539.0,503.0,0.07,10535.0,0.0,10103.0,533.0,4.0
6.0,15.0,2.0,9340.0,347.0,0.05,13544.0,0.0,52.0,423.0,3.0
13.0,11.0,4.0,19099.0,595.0,0.1,24428.0,0.0,3250.0,751.0,5.0
8.0,11.0,7.0,11909.0,371.0,0.03,11765.0,0.0,0.0,584.0,5.0
5.0,8.0,8.0,11299.0,352.0,0.06,9745.0,0.0,0.0,510.0,5.0
8.0,11.0,1.0,12614.0,496.0,0.06,10680.0,0.0,1076.0,573.0,2.0
4.0,13.0,3.0,10249.0,403.0,0.02,13255.0,0.0,1304.0,577.0,2.0
3.0,17.0,7.0,10330.0,322.0,0.01,8616.0,0.0,629.0,425.0,3.0
8.0,12.0,7.0,15849.0,494.0,0.08,19617.0,0.0,4445.0,482.0,3.0
8.0,18.0,4.0,18768.0,585.0,0.12,23893.0,0.0,6785.0,679.0,3.0
7.0,16.0,12.0,10234.0,319.0,0.03,10295.0,0.0,0.0,418.0,3.0
5.0,23.0,1.0,8999.0,406.0,0.02,13502.0,0.0,1390.0,392.0,3.0
9.0,18.0,0.0,11615.0,524.0,0.07,19501.0,0.0,3638.0,491.0,3.0
2.0,15.0,9.0,9218.0,330.0,0.0,10275.0,0.0,0.0,539.0,2.0
0.0,5.0,13.0,5028.0,180.0,0.02,13272.0,0.0,0.0,210.0,2.0
5.0,11.0,6.0,10083.0,361.0,0.01,8588.0,0.0,0.0,563.0,1.0
1.0,10.0,13.0,7486.0,268.0,0.01,7190.0,0.0,1234.0,327.0,2.0
7.0,5.0,5.0,12123.0,434.0,0.06,12054.0,0.0,3267.0,468.0,1.0
3.0,19.0,11.0,10778.0,353.0,0.03,6308.0,0.0,3832.0,536.0,7.0
13.0,13.0,7.0,14198.0,465.0,0.05,18944.0,0.0,418.0,442.0,6.0
8.0,10.0,12.0,10289.0,337.0,0.04,20317.0,0.0,0.0,512.0,5.0
4.0,8.0,5.0,11765.0,425.0,0.06,17941.0,0.0,2879.0,360.0,6.0
5.0,12.0,0.0,15558.0,562.0,0.09,14430.0,0.0,8042.0,542.0,6.0
9.0,7.0,3.0,17911.0,647.0,0.13,16963.0,0.0,9894.0,874.0,6.0
2.0,15.0,1.0,9301.0,336.0,0.02,22015.0,0.0,484.0,403.0,6.0
3.0,2.0,6.0,10851.0,392.0,0.09,13289.0,0.0,808.0,434.0,6.0
0.0,6.0,4.0,9246.0,334.0,0.06,11638.0,0.0,0.0,391.0,6.0
2.0,2.0,6.0,7031.0,254.0,0.06,5158.0,0.0,0.0,230.0,6.0
1.0,4.0,7.0,6837.0,247.0,0.03,15976.0,0.0,387.0,272.0,6.0
10.0,7.0,5.0,22262.0,676.0,0.15,18453.0,0.0,8820.0,846.0,3.0
10.0,11.0,4.0,18113.0,550.0,0.11,24775.0,0.0,221.0,645.0,2.0
20.0,6.0,6.0,19002.0,577.0,0.08,28089.0,0.0,4227.0,658.0,3.0
5.0,8.0,9.0,10275.0,312.0,0.05,12590.0,0.0,46.0,469.0,2.0
8.0,5.0,10.0,10933.0,332.0,0.04,24113.0,0.0,43.0,506.0,3.0
5.0,10.0,16.0,7442.0,226.0,0.01,12143.0,0.0,0.0,258.0,4.0
3.0,8.0,9.0,9945.0,302.0,0.06,15893.0,0.0,124.0,468.0,4.0
2.0,20.0,1.0,6558.0,265.0,0.0,7735.0,0.0,582.0,323.0,5.0
2.0,6.0,0.0,12919.0,522.0,0.11,7570.0,0.0,2351.0,484.0,5.0
4.0,9.0,1.0,10494.0,424.0,0.08,8638.0,0.0,1041.0,453.0,2.0
17.0,3.0,0.0,15171.0,613.0,0.1,25648.0,0.0,5191.0,638.0,5.0
1.0,0.0,3.0,6855.0,277.0,0.07,1614.0,0.0,0.0,358.0,3.0
0.0,0.0,4.0,7152.0,289.0,0.07,5889.0,0.0,218.0,428.0,7.0
10.0,9.0,11.0,12277.0,391.0,0.05,31938.0,0.0,55.0,527.0,4.0
6.0,10.0,15.0,8446.0,269.0,0.02,19675.0,0.0,32.0,255.0,5.0
9.0,6.0,10.0,12842.0,409.0,0.06,19592.0,0.0,495.0,578.0,4.0
7.0,18.0,7.0,11837.0,377.0,0.02,10842.0,0.0,193.0,466.0,3.0
16.0,25.0,6.0,15072.0,480.0,0.05,53168.0,0.0,150.0,747.0,5.0
2.0,29.0,7.0,11555.0,368.0,0.04,10750.0,0.0,1380.0,499.0,4.0
21.0,12.0,2.0,22105.0,704.0,0.1,40371.0,0.0,18167.0,871.0,5.0
7.0,10.0,5.0,18057.0,564.0,0.1,15216.0,0.0,6250.0,751.0,5.0
18.0,13.0,2.0,21227.0,663.0,0.1,26428.0,0.0,10681.0,831.0,5.0
3.0,1.0,13.0,11237.0,351.0,0.06,6356.0,0.0,0.0,321.0,5.0
2.0,3.0,5.0,7876.0,246.0,0.04,8283.0,0.0,327.0,256.0,5.0
0.0,4.0,8.0,11237.0,351.0,0.09,4932.0,0.0,0.0,390.0,5.0
3.0,4.0,14.0,5891.0,184.0,0.01,6668.0,0.0,0.0,273.0,5.0
1.0,15.0,11.0,7116.0,250.0,0.04,5516.0,0.0,0.0,290.0,2.0
4.0,5.0,8.0,7970.0,280.0,0.03,8257.0,0.0,293.0,372.0,3.0
13.0,3.0,8.0,11756.0,413.0,0.05,14550.0,0.0,505.0,488.0,4.0
17.0,23.0,4.0,15998.0,562.0,0.07,26438.0,0.0,2883.0,624.0,4.0
7.0,13.0,3.0,12696.0,446.0,0.06,21722.0,0.0,1689.0,722.0,5.0
17.0,10.0,5.0,14631.0,514.0,0.04,21264.0,0.0,6533.0,698.0,2.0
8.0,15.0,7.0,12013.0,400.0,0.02,16957.0,0.0,492.0,452.0,4.0
8.0,12.0,1.0,18860.0,628.0,0.11,13517.0,0.0,8019.0,713.0,4.0
3.0,14.0,2.0,9280.0,309.0,0.02,8794.0,0.0,1910.0,517.0,3.0
13.0,14.0,1.0,20392.0,679.0,0.1,30131.0,0.0,8280.0,832.0,5.0
6.0,1.0,6.0,14205.0,473.0,0.09,11278.0,0.0,230.0,680.0,4.0
2.0,3.0,10.0,9490.0,316.0,0.07,10993.0,0.0,159.0,393.0,4.0
3.0,4.0,8.0,5074.0,177.0,0.01,11867.0,10.0,0.0,255.0,5.0
2.0,6.0,6.0,6650.0,232.0,0.03,9102.0,0.0,0.0,266.0,4.0
8.0,3.0,10.0,10578.0,369.0,0.07,18459.0,1.0,148.0,463.0,4.0
1.0,2.0,9.0,7682.0,268.0,0.07,6417.0,0.0,0.0,274.0,3.0
3.0,13.0,4.0,12154.0,424.0,0.06,6473.0,0.0,3365.0,541.0,3.0
16.0,13.0,1.0,15107.0,527.0,0.05,23001.0,0.0,5535.0,549.0,4.0
2.0,14.0,2.0,25857.0,902.0,0.15,15151.0,1.0,4172.0,663.0,3.0
6.0,21.0,5.0,10721.0,374.0,0.02,15597.0,0.0,16.0,373.0,3.0
12.0,26.0,2.0,12212.0,426.0,0.02,15868.0,14.0,2161.0,579.0,7.0
7.0,21.0,6.0,14162.0,452.0,0.06,12393.0,0.0,4733.0,490.0,6.0
5.0,9.0,6.0,16575.0,529.0,0.12,9307.0,0.0,4497.0,644.0,7.0
1.0,18.0,4.0,9776.0,312.0,0.02,6704.0,0.0,243.0,437.0,6.0
13.0,14.0,4.0,19270.0,615.0,0.1,26114.0,0.0,6313.0,790.0,6.0
0.0,14.0,5.0,9180.0,293.0,0.04,7358.0,0.0,1960.0,505.0,6.0
4.0,4.0,8.0,9619.0,307.0,0.06,7233.0,0.0,379.0,434.0,6.0
11.0,5.0,8.0,13567.0,433.0,0.07,22499.0,0.0,0.0,523.0,6.0
6.0,9.0,9.0,10496.0,335.0,0.05,12218.0,0.0,0.0,414.0,6.0
9.0,8.0,9.0,11593.0,370.0,0.01,13054.0,0.0,0.0,554.0,5.0
8.0,6.0,11.0,8085.0,296.0,0.02,11704.0,3.0,0.0,501.0,7.0
4.0,6.0,7.0,9069.0,332.0,0.06,11913.0,1.0,0.0,348.0,7.0
0.0,6.0,11.0,5927.0,217.0,0.03,4192.0,6.0,0.0,324.0,7.0
2.0,7.0,11.0,7512.0,275.0,0.02,10482.0,15.0,0.0,423.0,7.0
2.0,5.0,11.0,8195.0,300.0,0.06,9064.0,2.0,0.0,341.0,7.0
5.0,21.0,6.0,9970.0,365.0,0.01,11221.0,17.0,913.0,446.0,7.0
3.0,13.0,5.0,8850.0,324.0,0.02,8694.0,3.0,624.0,440.0,6.0
8.0,15.0,1.0,13084.0,479.0,0.07,13278.0,1.0,3246.0,488.0,7.0
9.0,18.0,2.0,13439.0,492.0,0.08,11884.0,0.0,3499.0,467.0,7.0
4.0,10.0,2.0,12556.0,556.0,0.11,9239.0,0.0,5203.0,615.0,4.0
2.0,2.0,13.0,5510.0,244.0,0.03,8010.0,0.0,483.0,228.0,5.0
7.0,1.0,7.0,12769.0,452.0,0.08,17803.0,0.0,753.0,529.0,2.0
3.0,2.0,10.0,7316.0,259.0,0.03,8749.0,0.0,0.0,386.0,2.0
12.0,8.0,0.0,17882.0,633.0,0.12,14056.0,0.0,4981.0,657.0,2.0
5.0,2.0,4.0,14301.0,540.0,0.12,9783.0,0.0,4483.0,628.0,5.0
6.0,8.0,10.0,8368.0,316.0,0.02,10762.0,0.0,59.0,392.0,5.0
5.0,7.0,12.0,8792.0,332.0,0.04,11883.0,0.0,274.0,334.0,5.0
11.0,9.0,2.0,14036.0,530.0,0.07,17296.0,0.0,2595.0,672.0,4.0
5.0,16.0,11.0,9904.0,374.0,0.04,13309.0,0.0,3036.0,429.0,3.0
15.0,18.0,6.0,13374.0,505.0,0.04,14632.0,0.0,552.0,590.0,5.0
11.0,11.0,1.0,17055.0,644.0,0.13,16202.0,0.0,10901.0,669.0,6.0
2.0,16.0,8.0,7997.0,302.0,0.01,5254.0,0.0,412.0,399.0,3.0
6.0,18.0,3.0,16686.0,509.0,0.09,15905.0,0.0,6397.0,655.0,5.0
28.0,6.0,1.0,23964.0,731.0,0.12,36075.0,0.0,1154.0,921.0,3.0
7.0,15.0,4.0,11375.0,347.0,0.02,10536.0,0.0,827.0,395.0,4.0
4.0,5.0,8.0,11769.0,359.0,0.07,14438.0,0.0,23.0,501.0,4.0
2.0,6.0,10.0,6917.0,211.0,0.02,8190.0,0.0,86.0,242.0,3.0
1.0,3.0,8.0,12752.0,389.0,0.1,5229.0,0.0,166.0,432.0,5.0
10.0,8.0,5.0,13724.0,473.0,0.07,18862.0,0.0,1312.0,707.0,6.0
4.0,18.0,7.0,10300.0,355.0,0.03,10498.0,6.0,1116.0,411.0,5.0
15.0,18.0,4.0,12361.0,426.0,0.02,14343.0,12.0,550.0,582.0,5.0
2.0,26.0,10.0,9604.0,331.0,0.04,10139.0,1.0,1642.0,384.0,6.0
3.0,13.0,14.0,7602.0,262.0,0.02,11158.0,8.0,0.0,347.0,6.0
5.0,3.0,6.0,11896.0,410.0,0.08,6146.0,0.0,75.0,540.0,5.0
5.0,10.0,10.0,7370.0,254.0,0.02,12144.0,4.0,80.0,341.0,6.0
4.0,15.0,6.0,9865.0,340.0,0.05,17213.0,0.0,503.0,543.0,6.0
1.0,14.0,2.0,11007.0,338.0,0.04,6133.0,0.0,1521.0,414.0,3.0
7.0,5.0,4.0,11496.0,353.0,0.03,10827.0,0.0,2038.0,430.0,4.0
12.0,20.0,7.0,12328.0,392.0,0.02,16606.0,0.0,1251.0,508.0,3.0
14.0,21.0,1.0,18870.0,600.0,0.09,29882.0,0.0,8607.0,704.0,3.0
8.0,3.0,7.0,12674.0,403.0,0.07,15570.0,0.0,33.0,480.0,3.0
4.0,8.0,6.0,8463.0,333.0,0.01,8343.0,0.0,1394.0,347.0,2.0
5.0,10.0,3.0,12072.0,475.0,0.07,13229.0,0.0,6036.0,497.0,2.0
3.0,1.0,2.0,4721.0,410.0,0.07,2004.0,0.0,276.0,375.0,5.0
0.0,1.0,0.0,2096.0,182.0,0.01,1546.0,0.0,354.0,210.0,6.0
2.0,0.0,2.0,3765.0,327.0,0.07,3797.0,0.0,0.0,352.0,5.0
0.0,0.0,3.0,1692.0,147.0,0.0,1290.0,0.0,0.0,119.0,5.0
0.0,0.0,3.0,4721.0,410.0,0.06,960.0,0.0,0.0,183.0,5.0
0.0,0.0,0.0,4157.0,361.0,0.08,3547.0,0.0,0.0,274.0,5.0
0.0,5.0,11.0,7572.0,269.0,0.03,9252.0,0.0,1151.0,281.0,3.0
7.0,16.0,4.0,10837.0,385.0,0.02,9575.0,0.0,1848.0,414.0,3.0
0.0,19.0,3.0,10042.0,337.0,0.03,7197.0,0.0,1447.0,506.0,6.0
14.0,7.0,9.0,16568.0,556.0,0.07,21706.0,0.0,3906.0,530.0,5.0
5.0,10.0,1.0,15853.0,532.0,0.09,15253.0,0.0,5753.0,555.0,6.0
8.0,11.0,5.0,11860.0,398.0,0.02,7740.0,0.0,1534.0,582.0,6.0
4.0,7.0,7.0,9863.0,331.0,0.07,15683.0,0.0,24.0,297.0,6.0
3.0,2.0,5.0,12754.0,428.0,0.13,9463.0,0.0,934.0,487.0,6.0
6.0,11.0,9.0,9089.0,305.0,0.02,14612.0,0.0,32.0,305.0,5.0
5.0,9.0,8.0,8910.0,299.0,0.03,15276.0,0.0,62.0,405.0,5.0
