kda,gold_efficiency,last_hits_per_min,hero_heal_damage,wards_placed,tower_damage,rune_pickups,teamfight_participation,xp_per_min,rank_tier
3.67,28.93,0.07,16670.0,0.0,1901.0,0,0,517.0,2.0
2.71,28.93,0.04,7876.0,0.0,4344.0,0,0,445.0,2.0
0.38,28.93,0.09,14075.0,0.0,292.0,0,0,413.0,2.0
6.25,26.55,0.09,25012.0,0.0,6572.0,0,0,552.0,3.0
0.6,26.55,0.06,7954.0,0.0,312.0,0,0,350.0,6.0
0.57,26.55,0.06,5257.0,0.0,0.0,0,0,281.0,3.0
0.64,26.54,0.01,8058.0,0.0,0.0,0,0,166.0,4.0
10.0,29.28,0.06,44396.0,0.0,2680.0,0,0,908.0,3.0
3.1,29.28,0.02,8377.0,0.0,621.0,0,0,368.0,3.0
2.5,29.28,0.12,5883.0,0.0,10742.0,0,0,639.0,2.0
1.83,29.28,0.03,6352.0,0.0,1253.0,0,0,331.0,2.0
4.14,29.28,0.06,13734.0,0.0,4381.0,0,0,705.0,3.0
2.18,28.98,0.02,12204.0,0.0,1135.0,0,0,491.0,5.0
7.0,28.98,0.1,15863.0,0.0,6659.0,0,0,714.0,5.0
4.17,28.98,0.01,9479.0,0.0,1402.0,0,0,483.0,5.0
1.9,28.98,0.08,14323.0,0.0,1978.0,0,0,507.0,5.0
6.5,28.88,0.03,9505.0,0.0,946.0,0,0,414.0,3.0
24.0,28.88,0.1,28097.0,0.0,117.0,0,0,652.0,3.0
0.67,28.88,0.03,7514.0,0.0,0.0,0,0,308.0,3.0
1.4,28.88,0.06,8815.0,0.0,0.0,0,0,390.0,3.0
5.0,22.55,0.09,8610.0,0.0,6758.0,0,0,386.0,6.0
5.75,22.55,0.07,18740.0,0.0,1114.0,0,0,547.0,6.0
6.67,22.55,0.1,14858.0,0.0,5944.0,0,0,554.0,6.0
2.17,22.55,0.01,7623.0,0.0,961.0,0,0,237.0,5.0
3.5,22.55,0.01,7822.0,0.0,67.0,0,0,218.0,6.0
1.0,22.55,0.02,8417.0,0.0,0.0,0,0,271.0,5.0
0.86,22.55,0.06,2257.0,0.0,0.0,0,0,219.0,6.0
1.71,22.55,0.07,10602.0,0.0,1334.0,0,0,545.0,5.0
5.0,31.1,0.01,7641.0,0.0,189.0,0,0,309.0,5.0
3.4,31.1,0.07,11615.0,0.0,3952.0,0,0,561.0,6.0
0.89,31.1,0.01,6027.0,0.0,0.0,0,0,256.0,5.0
0.86,31.1,0.04,7295.0,0.0,0.0,0,0,307.0,5.0
1.5,31.1,0.01,2712.0,0.0,101.0,0,0,224.0,5.0
1.5,31.1,0.08,12182.0,0.0,0.0,0,0,341.0,5.0
1.5,31.1,0.07,10970.0,0.0,220.0,0,0,426.0,5.0
2.2,29.67,0.11,6214.0,0.0,8077.0,0,0,548.0,3.0
0.69,29.67,0.02,9545.0,0.0,141.0,0,0,222.0,3.0
1.8,29.67,0.06,17325.0,0.0,2273.0,0,0,701.0,2.0
1.38,29.67,0.05,12708.0,0.0,94.0,0,0,340.0,4.0
2.71,30.01,0.08,14346.0,0.0,6523.0,0,0,490.0,5.0
8.0,30.02,0.07,30755.0,0.0,1514.0,0,0,576.0,6.0
1.44,30.02,0.05,8192.0,0.0,291.0,0,0,399.0,5.0
2.17,30.02,0.07,12432.0,0.0,0.0,0,0,544.0,5.0
1.57,28.48,0.09,13933.0,0.0,357.0,0,0,579.0,5.0
6.25,28.48,0.1,23200.0,0.0,2500.0,0,0,559.0,5.0
1.5,28.48,0.12,13527.0,0.0,5126.0,0,0,565.0,6.0
1.71,28.48,0.01,12852.0,0.0,542.0,0,0,368.0,6.0
2.33,28.48,0.09,12317.0,0.0,6367.0,0,0,567.0,5.0
6.0,22.73,0.12,10703.0,0.0,6722.0,0,0,535.0,3.0
0.6,22.73,0.02,5629.0,0.0,0.0,0,0,264.0,3.0
3.67,32.8,0.07,18539.0,0.0,1867.0,0,0,533.0,4.0
2.25,32.8,0.0,6416.0,0.0,0.0,0,0,167.0,4.0
4.17,25.93,0.04,11540.0,0.0,916.0,0,0,448.0,3.0
1.09,25.93,0.04,12199.0,0.0,1743.0,0,0,406.0,4.0
7.0,28.06,0.02,15044.0,0.0,1805.0,0,0,352.0,5.0
15.5,28.07,0.06,23779.0,0.0,8286.0,0,0,631.0,5.0
5.0,28.07,0.04,18790.0,0.0,1747.0,0,0,516.0,4.0
13.5,28.07,0.11,21444.0,0.0,4521.0,0,0,582.0,5.0
8.5,28.07,0.02,14347.0,0.0,1398.0,0,0,385.0,5.0
1.11,28.07,0.05,17329.0,0.0,951.0,0,0,483.0,6.0
9.67,31.48,0.05,22317.0,0.0,1703.0,0,0,723.0,4.0
2.71,31.48,0.01,7967.0,0.0,245.0,0,0,333.0,4.0
0.73,31.48,0.07,11778.0,0.0,574.0,0,0,519.0,4.0
1.75,31.48,0.05,9967.0,0.0,0.0,0,0,616.0,4.0
1.75,27.42,0.03,7614.0,2.0,0.0,3.0,0.88,378.0,4.0
3.8,27.42,0.09,19683.0,0.0,5082.0,3.0,0.56,643.0,3.0
9.5,27.42,0.03,10563.0,1.0,1588.0,8.0,0.56,362.0,4.0
3.2,27.41,0.02,4883.0,8.0,965.0,7.0,0.47,262.0,3.0
2.4,27.42,0.06,11829.0,0.0,3991.0,3.0,0.35,469.0,4.0
0.38,30.77,0.04,11202.0,0.0,225.0,0,0,303.0,3.0
0.5,30.77,0.06,5771.0,0.0,118.0,0,0,331.0,3.0
2.5,23.91,0.08,18802.0,0.0,0.0,0,0,578.0,4.0
0.5,23.91,0.0,2488.0,0.0,0.0,0,0,80.0,3.0
2.33,23.92,0.06,7382.0,0.0,3114.0,0,0,372.0,4.0
4.2,28.5,0.06,16508.0,0.0,2040.0,0,0,788.0,5.0
0.91,28.5,0.04,10753.0,0.0,49.0,0,0,346.0,4.0
0.89,28.5,0.04,11704.0,0.0,0.0,0,0,457.0,4.0
1.22,28.5,0.09,17591.0,0.0,0.0,0,0,588.0,5.0
0.6,28.5,0.03,18152.0,0.0,0.0,0,0,348.0,5.0
8.8,31.17,0.02,9903.0,0.0,1137.0,0,0,648.0,5.0
0.61,31.17,0.02,10590.0,0.0,242.0,0,0,237.0,5.0
1.86,34.27,0.1,17544.0,0.0,4560.0,0,0,582.0,3.0
6.4,34.27,0.04,29548.0,0.0,6497.0,0,0,716.0,3.0
1.38,34.26,0.07,10132.0,0.0,716.0,0,0,468.0,3.0
3.6,35.71,0.01,10990.0,0.0,419.0,0,0,386.0,3.0
7.5,35.72,0.13,58138.0,0.0,12837.0,0,0,777.0,6.0
1.09,35.71,0.06,11983.0,0.0,0.0,0,0,378.0,3.0
1.0,35.72,0.07,12202.0,0.0,427.0,0,0,586.0,5.0
0.8,35.71,0.03,14092.0,0.0,0.0,0,0,358.0,5.0
6.2,28.93,0.1,17898.0,0.0,4126.0,0,0,674.0,1.0
1.0,28.93,0.04,15752.0,0.0,0.0,0,0,399.0,2.0
1.08,34.8,0.08,22023.0,0.0,0.0,2.0,0.46,447.0,5.0
0.77,34.8,0.04,10682.0,1.0,0.0,5.0,0.36,322.0,5.0
0.91,34.8,0.01,5782.0,13.0,0.0,3.0,0.36,296.0,5.0
1.0,24.45,0.01,3667.0,0.0,0.0,0,0,124.0,4.0
0.57,24.45,0.08,8885.0,0.0,0.0,0,0,444.0,5.0
3.75,24.45,0.06,10615.0,0.0,2979.0,0,0,539.0,4.0
5.5,24.45,0.1,19913.0,0.0,11213.0,0,0,630.0,5.0
1.71,24.45,0.02,6121.0,0.0,99.0,0,0,305.0,4.0
13.0,26.97,0.16,20955.0,0.0,4105.0,0,0,755.0,5.0
2.5,26.97,0.07,14980.0,0.0,3447.0,0,0,624.0,5.0
4.4,26.97,0.06,14718.0,0.0,748.0,0,0,523.0,4.0
1.09,26.97,0.02,15780.0,0.0,0.0,0,0,405.0,5.0
1.78,32.1,0.02,12579.0,0.0,119.0,0,0,365.0,2.0
4.25,32.1,0.04,16987.0,0.0,5479.0,0,0,460.0,2.0
2.0,31.75,0.02,10841.0,0.0,0.0,0,0,349.0,5.0
5.8,31.75,0.03,9618.0,0.0,492.0,0,0,581.0,5.0
7.0,31.75,0.13,31613.0,0.0,4228.0,0,0,904.0,6.0
7.33,31.7,0.02,10634.0,0.0,610.0,0,0,504.0,4.0
8.0,31.7,0.11,18369.0,0.0,4906.0,0,0,727.0,4.0
0.4,31.7,0.02,11986.0,0.0,107.0,0,0,267.0,4.0
1.0,31.05,0.02,15194.0,0.0,0.0,0,0,397.0,4.0
6.2,31.05,0.14,30149.0,0.0,12680.0,0,0,798.0,4.0
2.5,31.05,0.02,12967.0,0.0,726.0,0,0,433.0,6.0
5.6,32.88,0.08,33944.0,0.0,4197.0,3.0,0.62,743.0,4.0
4.0,32.88,0.08,16712.0,1.0,7822.0,2.0,0.44,615.0,4.0
7.75,32.88,0.07,22755.0,1.0,3033.0,10.0,0.69,540.0,4.0
2.18,32.88,0.02,6226.0,9.0,4454.0,9.0,0.53,425.0,4.0
3.6,32.88,0.04,15889.0,1.0,1250.0,5.0,0.4,550.0,4.0
1.17,32.88,0.01,6245.0,14.0,0.0,6.0,0.52,202.0,4.0
1.1,32.88,0.07,10702.0,0.0,309.0,2.0,0.44,432.0,4.0
1.6,32.88,0.06,8015.0,0.0,291.0,1.0,0.6,477.0,4.0
1.4,32.88,0.08,9708.0,2.0,570.0,1.0,0.56,502.0,4.0
2.75,21.53,0.17,11977.0,0.0,7076.0,0,0,650.0,6.0
0.43,21.53,0.07,3349.0,0.0,0.0,0,0,410.0,5.0
1.29,21.53,0.01,4737.0,0.0,33.0,0,0,243.0,3.0
1.29,21.53,0.04,5671.0,0.0,0.0,0,0,441.0,5.0
1.25,35.15,0.13,20366.0,0.0,1222.0,0,0,853.0,3.0
1.25,35.15,0.08,14654.0,0.0,173.0,0,0,561.0,3.0
0.93,35.15,0.01,15596.0,0.0,20.0,0,0,308.0,5.0
1.25,35.15,0.05,15942.0,0.0,133.0,0,0,424.0,4.0
8.33,35.15,0.09,27195.0,0.0,1807.0,0,0,889.0,3.0
4.12,35.15,0.05,27172.0,0.0,1824.0,0,0,693.0,4.0
3.4,35.15,0.01,23402.0,0.0,4969.0,0,0,624.0,4.0
0.83,35.15,0.06,6898.0,0.0,1417.0,0,0,413.0,4.0
3.5,29.97,0.11,14362.0,0.0,1869.0,0,0,576.0,7.0
4.0,29.97,0.03,11981.0,0.0,383.0,0,0,429.0,7.0
5.0,29.96,0.04,21548.0,0.0,767.0,0,0,536.0,7.0
6.0,29.96,0.05,9334.0,0.0,881.0,0,0,455.0,7.0
1.2,29.96,0.02,18077.0,0.0,381.0,0,0,385.0,7.0
1.78,29.96,0.06,8594.0,0.0,286.0,0,0,406.0,7.0
1.36,29.97,0.08,16214.0,0.0,1968.0,0,0,450.0,6.0
1.17,29.96,0.03,12928.0,0.0,255.0,0,0,294.0,7.0
1.86,29.97,0.09,34862.0,0.0,48.0,0,0,458.0,7.0
1.78,28.17,0.04,15409.0,0.0,0.0,0,0,555.0,6.0
1.0,28.17,0.09,11472.0,0.0,259.0,0,0,340.0,6.0
2.0,28.16,0.01,10081.0,0.0,39.0,0,0,560.0,6.0
1.6,28.17,0.04,16985.0,0.0,0.0,0,0,559.0,6.0
7.17,28.17,0.1,47003.0,0.0,135.0,0,0,1033.0,6.0
3.71,28.17,0.07,21570.0,0.0,4524.0,0,0,754.0,5.0
2.25,28.17,0.07,9568.0,0.0,5732.0,0,0,601.0,6.0
16.0,30.4,0.12,32439.0,0.0,15369.0,7.0,0.63,875.0,6.0
2.38,30.4,0.08,12701.0,1.0,588.0,8.0,0.37,501.0,6.0
1.12,30.4,0.01,15184.0,17.0,0.0,1.0,0.64,235.0,6.0
1.36,30.4,0.07,12964.0,0.0,0.0,2.0,0.54,478.0,6.0
1.17,30.4,0.01,14383.0,2.0,0.0,1.0,0.5,369.0,8.0
3.67,27.13,0.09,9427.0,1.0,4216.0,4.0,0.35,602.0,4.0
6.5,27.13,0.04,7555.0,19.0,3990.0,1.0,0.42,489.0,4.0
6.0,27.13,0.14,22589.0,0.0,14015.0,4.0,0.58,590.0,5.0
2.0,27.13,0.03,4154.0,2.0,171.0,12.0,0.45,383.0,4.0
7.0,27.13,0.04,12329.0,1.0,114.0,3.0,0.45,513.0,5.0
1.75,28.31,0.06,11290.0,0.0,460.0,0,0,385.0,4.0
3.75,28.32,0.02,8995.0,0.0,2519.0,0,0,371.0,4.0
5.0,28.32,0.14,16281.0,0.0,11847.0,0,0,624.0,4.0
3.2,28.32,0.03,14570.0,0.0,44.0,0,0,392.0,3.0
1.67,28.31,0.03,24542.0,0.0,82.0,0,0,354.0,4.0
1.5,26.78,0.02,1055.0,0.0,0.0,0,0,138.0,2.0
1.67,26.78,0.06,15404.0,0.0,0.0,0,0,485.0,2.0
0.5,26.78,0.01,1120.0,0.0,0.0,0,0,54.0,2.0
3.8,27.03,0.03,7186.0,0.0,607.0,0,0,477.0,4.0
0.8,27.03,0.04,6295.0,0.0,0.0,0,0,324.0,4.0
1.11,27.03,0.02,8489.0,0.0,0.0,0,0,262.0,4.0
0.62,27.03,0.05,8432.0,0.0,9.0,0,0,386.0,4.0
1.0,35.02,0.1,11746.0,0.0,264.0,0,0,479.0,3.0
0.67,35.02,0.04,8552.0,0.0,174.0,0,0,378.0,3.0
4.67,35.02,0.08,32452.0,0.0,1944.0,0,0,749.0,4.0
10.5,35.02,0.13,24810.0,0.0,4013.0,0,0,783.0,3.0
5.0,34.12,0.02,13111.0,0.0,1439.0,0,0,389.0,6.0
3.43,34.12,0.0,15878.0,0.0,562.0,0,0,409.0,6.0
2.5,34.12,0.06,12571.0,0.0,621.0,0,0,412.0,7.0
2.14,29.37,0.08,9679.0,0.0,6490.0,0,0,542.0,4.0
2.6,29.37,0.13,7676.0,0.0,6394.0,0,0,710.0,4.0
1.23,29.36,0.04,13339.0,0.0,226.0,0,0,558.0,4.0
10.5,26.5,0.05,11733.0,0.0,3238.0,0,0,392.0,5.0
0.88,26.5,0.03,7994.0,0.0,0.0,0,0,312.0,6.0
3.25,31.38,0.11,11170.0,0.0,391.0,0,0,548.0,2.0
4.14,31.38,0.07,31426.0,0.0,6089.0,0,0,1044.0,3.0
1.8,30.8,0.14,21598.0,0.0,2165.0,0,0,539.0,6.0
26.0,30.8,0.18,24112.0,0.0,10286.0,0,0,847.0,5.0
4.25,30.8,0.08,11093.0,0.0,2642.0,0,0,589.0,5.0
3.83,30.8,0.01,11115.0,0.0,760.0,0,0,354.0,5.0
7.67,30.8,0.1,14001.0,0.0,3335.0,0,0,554.0,6.0
17.0,27.98,0.14,16923.0,0.0,8850.0,0,0,791.0,4.0
3.67,27.98,0.08,21140.0,0.0,8040.0,0,0,719.0,5.0
0.0,27.98,0.0,74.0,0.0,0.0,0,0,5.0,4.0
0.5,27.98,0.05,7921.0,0.0,0.0,0,0,330.0,4.0
1.0,27.98,0.07,11091.0,0.0,1703.0,0,0,357.0,4.0
4.2,25.27,0.07,17962.0,0.0,4580.0,0,0,563.0,5.0
1.55,25.27,0.02,7950.0,0.0,2241.0,0,0,442.0,4.0
2.5,25.27,0.01,7994.0,0.0,1609.0,0,0,393.0,4.0
2.67,25.27,0.06,9263.0,0.0,3034.0,0,0,506.0,4.0
9.0,25.27,0.08,25428.0,0.0,10402.0,0,0,804.0,4.0
1.85,25.26,0.04,16379.0,0.0,0.0,0,0,269.0,5.0
2.11,25.27,0.01,7485.0,0.0,26.0,0,0,373.0,3.0
2.89,25.27,0.06,20871.0,0.0,0.0,0,0,300.0,5.0
1.58,37.27,0.02,11017.0,0.0,0.0,0,0,355.0,4.0
2.0,37.27,0.04,30495.0,0.0,40.0,0,0,566.0,5.0
2.88,37.26,0.08,21389.0,0.0,3849.0,0,0,501.0,5.0
2.58,37.26,0.03,19950.0,0.0,250.0,0,0,622.0,6.0
3.4,37.26,0.03,10339.0,0.0,648.0,0,0,603.0,4.0
2.64,34.01,0.02,17654.0,0.0,99.0,0,0,543.0,5.0
4.75,34.02,0.09,17674.0,0.0,3574.0,0,0,842.0,5.0
22.0,34.02,0.2,17238.0,0.0,8697.0,0,0,910.0,5.0
0.58,34.01,0.06,7719.0,0.0,18.0,0,0,357.0,5.0
1.0,34.02,0.12,11900.0,0.0,382.0,0,0,541.0,5.0
1.6,32.75,0.08,16103.0,0.0,275.0,0,0,531.0,4.0
1.2,32.75,0.01,12075.0,0.0,58.0,0,0,318.0,4.0
3.67,32.75,0.02,12629.0,0.0,494.0,0,0,507.0,4.0
3.29,32.75,0.08,16682.0,0.0,12473.0,0,0,581.0,4.0
5.5,32.75,0.18,9154.0,0.0,2443.0,0,0,755.0,3.0
3.33,32.75,0.01,6740.0,0.0,648.0,0,0,418.0,5.0
7.0,32.75,0.07,22483.0,0.0,4341.0,0,0,622.0,4.0
6.75,36.52,0.05,11926.0,0.0,1972.0,3.0,0.71,577.0,5.0
3.33,36.52,0.11,12322.0,0.0,3126.0,15.0,0.53,544.0,6.0
2.6,36.52,0.09,32570.0,4.0,5189.0,5.0,0.68,715.0,6.0
1.5,36.51,0.02,11625.0,9.0,404.0,4.0,0.47,431.0,5.0
1.08,36.51,0.01,10394.0,21.0,105.0,2.0,0.47,262.0,4.0
1.88,36.52,0.05,9725.0,0.0,1192.0,3.0,0.5,381.0,5.0
5.6,31.85,0.1,31948.0,0.0,5979.0,0,0,762.0,5.0
1.22,31.85,0.14,12299.0,0.0,1124.0,0,0,792.0,5.0
4.25,29.13,0.07,8586.0,0.0,4618.0,0,0,520.0,2.0
3.0,29.13,0.02,13104.0,0.0,0.0,0,0,429.0,2.0
1.0,29.13,0.01,5080.0,0.0,218.0,0,0,98.0,2.0
0.46,36.9,0.08,12042.0,0.0,150.0,0,0,596.0,2.0
4.25,36.9,0.06,16527.0,0.0,703.0,0,0,622.0,3.0
10.0,36.9,0.19,27195.0,0.0,18643.0,0,0,913.0,3.0
3.25,36.9,0.06,32427.0,0.0,2649.0,0,0,831.0,2.0
3.0,32.2,0.03,9183.0,0.0,1626.0,0,0,458.0,4.0
10.33,32.2,0.1,34800.0,0.0,4872.0,0,0,840.0,5.0
5.2,32.2,0.16,23762.0,0.0,5763.0,0,0,931.0,4.0
0.31,32.2,0.07,9132.0,0.0,219.0,0,0,380.0,5.0
1.36,32.2,0.01,10155.0,0.0,87.0,0,0,256.0,4.0
0.25,32.2,0.06,2492.0,0.0,0.0,0,0,295.0,5.0
5.5,23.48,0.1,5855.0,0.0,8287.0,0,0,500.0,3.0
5.33,23.48,0.08,13010.0,0.0,4103.0,0,0,605.0,4.0
3.0,23.48,0.05,5542.0,0.0,2493.0,0,0,442.0,2.0
0.91,23.48,0.05,20822.0,0.0,0.0,0,0,427.0,2.0
1.25,23.48,0.07,6369.0,0.0,69.0,0,0,405.0,2.0
5.0,23.48,0.03,3255.0,0.0,0.0,0,0,319.0,2.0
1.88,24.88,0.02,16590.0,14.0,112.0,4.0,0.88,404.0,7.0
2.67,24.88,0.06,11542.0,1.0,1490.0,4.0,0.42,474.0,7.0
5.25,24.88,0.19,18209.0,1.0,14466.0,8.0,0.53,1019.0,7.0
4.5,24.88,0.01,7449.0,15.0,402.0,1.0,0.47,342.0,7.0
5.0,24.88,0.01,14711.0,2.0,1204.0,5.0,0.66,407.0,7.0
7.0,24.88,0.09,15106.0,0.0,4670.0,2.0,0.37,481.0,7.0
7.67,26.11,0.05,26917.0,0.0,1667.0,0,0,539.0,6.0
6.5,26.12,0.09,8308.0,0.0,2984.0,0,0,564.0,4.0
5.0,26.12,0.14,13340.0,0.0,11755.0,0,0,650.0,5.0
6.25,26.11,0.01,16747.0,0.0,544.0,0,0,492.0,6.0
0.5,26.12,0.12,4019.0,0.0,0.0,0,0,331.0,6.0
0.67,26.11,0.02,2054.0,0.0,0.0,0,0,229.0,5.0
6.67,34.58,0.13,27510.0,0.0,851.0,0,0,753.0,4.0
3.57,34.58,0.06,20576.0,0.0,548.0,0,0,622.0,6.0
1.18,34.58,0.04,18522.0,0.0,0.0,0,0,305.0,4.0
7.33,26.88,0.09,13896.0,0.0,1242.0,0,0,682.0,5.0
3.33,26.88,0.04,7996.0,0.0,149.0,0,0,464.0,5.0
8.0,26.88,0.14,13594.0,0.0,10447.0,0,0,831.0,5.0
4.33,26.88,0.04,8835.0,0.0,381.0,0,0,374.0,5.0
29.0,26.88,0.11,21209.0,0.0,4949.0,0,0,875.0,5.0
0.5,26.88,0.06,7055.0,0.0,19.0,0,0,493.0,5.0
0.71,26.88,0.08,8515.0,0.0,20.0,0,0,401.0,5.0
0.7,26.88,0.08,3118.0,0.0,0.0,0,0,377.0,5.0
5.4,34.72,0.06,37315.0,0.0,6789.0,0,0,715.0,4.0
9.0,34.71,0.02,27863.0,0.0,1294.0,0,0,549.0,5.0
2.12,31.08,0.07,25876.0,0.0,0.0,0,0,578.0,4.0
1.17,31.08,0.07,15951.0,0.0,78.0,0,0,472.0,4.0
6.75,31.08,0.06,25459.0,0.0,2411.0,0,0,554.0,4.0
1.78,27.17,0.04,6287.0,0.0,54.0,0,0,385.0,3.0
1.8,27.16,0.0,3854.0,0.0,0.0,0,0,178.0,4.0
3.6,27.17,0.04,31596.0,0.0,59.0,0,0,590.0,4.0
0.64,28.87,0.01,5258.0,0.0,0.0,0,0,339.0,4.0
9.75,28.86,0.01,10791.0,0.0,807.0,0,0,572.0,4.0
11.0,28.87,0.18,16933.0,0.0,9608.0,0,0,904.0,5.0
41.0,28.87,0.11,45689.0,0.0,164.0,0,0,848.0,5.0
11.0,28.87,0.05,10900.0,0.0,2458.0,0,0,515.0,6.0
4.83,28.87,0.06,19035.0,0.0,2370.0,0,0,547.0,3.0
0.8,27.5,0.01,8155.0,0.0,624.0,0,0,215.0,5.0
0.64,27.5,0.08,6788.0,0.0,5436.0,0,0,459.0,5.0
1.14,27.5,0.11,11354.0,0.0,1554.0,0,0,488.0,5.0
0.92,27.5,0.04,9377.0,0.0,0.0,0,0,383.0,5.0
1.22,27.5,0.01,11702.0,0.0,0.0,0,0,356.0,5.0
5.4,27.5,0.02,14858.0,0.0,82.0,0,0,338.0,5.0
4.2,27.5,0.07,18793.0,0.0,8154.0,0,0,472.0,5.0
10.0,27.5,0.06,23073.0,0.0,3688.0,0,0,731.0,5.0
6.75,27.5,0.15,14347.0,0.0,12529.0,0,0,616.0,5.0
0.64,32.95,0.02,12554.0,0.0,69.0,0,0,303.0,3.0
3.0,32.95,0.02,13475.0,0.0,754.0,0,0,496.0,2.0
0.73,32.83,0.01,14890.0,0.0,0.0,0,0,340.0,5.0
1.67,32.83,0.12,3515.0,0.0,961.0,0,0,627.0,5.0
2.22,32.83,0.01,7581.0,0.0,28.0,0,0,416.0,5.0
1.09,30.08,0.03,6697.0,0.0,0.0,0,0,409.0,6.0
0.67,30.08,0.02,5294.0,0.0,20.0,0,0,207.0,6.0
1.11,30.08,0.08,20506.0,0.0,210.0,0,0,507.0,6.0
1.5,30.08,0.06,11426.0,0.0,0.0,0,0,555.0,7.0
0.91,30.08,0.06,12029.0,0.0,0.0,0,0,396.0,6.0
1.6,30.08,0.04,8571.0,0.0,102.0,0,0,383.0,6.0
7.75,30.08,0.15,34933.0,0.0,6863.0,0,0,981.0,6.0
4.25,30.08,0.16,15549.0,0.0,7679.0,0,0,739.0,6.0
2.71,30.08,0.02,7532.0,0.0,1028.0,0,0,321.0,6.0
2.33,29.4,0.09,7298.0,0.0,2294.0,0,0,478.0,3.0
7.33,29.4,0.1,27043.0,0.0,88.0,0,0,647.0,3.0
1.1,37.22,0.05,22575.0,0.0,624.0,0,0,467.0,2.0
1.09,37.22,0.06,11720.0,0.0,385.0,0,0,350.0,3.0
5.0,37.22,0.09,21567.0,0.0,5936.0,0,0,668.0,2.0
35.0,37.22,0.1,40240.0,0.0,1599.0,0,0,751.0,3.0
5.75,33.03,0.11,13847.0,0.0,5653.0,0,0,537.0,5.0
0.27,33.03,0.02,6619.0,0.0,0.0,0,0,263.0,4.0
0.86,33.03,0.09,7794.0,0.0,618.0,0,0,387.0,6.0
1.17,26.08,0.09,12490.0,0.0,1741.0,0,0,453.0,2.0
0.67,26.08,0.02,10064.0,0.0,30.0,0,0,374.0,3.0
28.0,28.52,0.15,14878.0,0.0,6617.0,0,0,649.0,4.0
7.25,28.51,0.01,13734.0,0.0,1395.0,0,0,445.0,4.0
0.58,28.51,0.03,7203.0,0.0,7.0,0,0,265.0,4.0
0.56,28.52,0.06,4689.0,0.0,1997.0,0,0,284.0,3.0
1.6,35.97,0.04,13420.0,0.0,65.0,0,0,437.0,4.0
6.75,35.96,0.01,12522.0,0.0,681.0,0,0,502.0,4.0
2.67,35.97,0.07,25529.0,0.0,2850.0,0,0,456.0,3.0
3.38,35.96,0.03,10879.0,0.0,1137.0,0,0,451.0,4.0
0.88,37.05,0.09,9843.0,0.0,51.0,0,0,499.0,3.0
0.4,37.05,0.05,5683.0,0.0,142.0,0,0,329.0,3.0
0.78,37.05,0.1,11838.0,0.0,545.0,0,0,509.0,3.0
1.0,37.05,0.12,17385.0,0.0,1167.0,0,0,445.0,3.0
5.6,37.05,0.03,9739.0,0.0,384.0,0,0,340.0,3.0
7.0,37.05,0.08,12942.0,0.0,9305.0,0,0,546.0,3.0
24.0,37.05,0.02,13380.0,0.0,4124.0,0,0,539.0,3.0
5.0,30.68,0.1,24351.0,0.0,4419.0,0,0,652.0,2.0
1.9,30.68,0.08,6564.0,0.0,4714.0,0,0,517.0,2.0
1.91,30.68,0.09,15714.0,0.0,5608.0,0,0,370.0,3.0
1.0,30.68,0.04,21022.0,0.0,0.0,0,0,504.0,2.0
2.67,30.68,0.03,24088.0,0.0,587.0,0,0,436.0,2.0
2.86,36.65,0.08,22175.0,0.0,2534.0,0,0,546.0,6.0
2.12,36.65,0.02,12668.0,0.0,69.0,0,0,332.0,6.0
2.5,36.65,0.08,25263.0,0.0,766.0,0,0,644.0,6.0
3.43,36.65,0.14,30104.0,0.0,3492.0,0,0,747.0,6.0
3.43,36.65,0.15,28241.0,0.0,8246.0,0,0,747.0,6.0
0.44,37.37,0.02,4655.0,0.0,37.0,0,0,241.0,5.0
1.0,37.37,0.07,11026.0,0.0,247.0,0,0,443.0,5.0
8.5,37.37,0.15,23096.0,0.0,7424.0,0,0,717.0,4.0
2.38,37.36,0.01,11014.0,0.0,1846.0,0,0,403.0,4.0
6.25,37.37,0.12,25857.0,0.0,6214.0,0,0,707.0,5.0
0.82,24.33,0.05,5356.0,0.0,69.0,0,0,284.0,4.0
1.0,24.33,0.01,8011.0,0.0,0.0,0,0,379.0,5.0
5.0,24.33,0.08,17603.0,0.0,7737.0,0,0,463.0,6.0
8.0,24.33,0.09,25568.0,0.0,2583.0,0,0,625.0,6.0
4.0,24.33,0.03,16301.0,0.0,1779.0,0,0,462.0,4.0
4.57,24.33,0.02,17401.0,0.0,1411.0,0,0,413.0,5.0
16.0,28.53,0.09,23811.0,0.0,9156.0,0,0,860.0,5.0
1.09,28.53,0.01,7364.0,0.0,31.0,0,0,343.0,4.0
1.2,28.53,0.07,14187.0,0.0,822.0,0,0,533.0,5.0
0.45,27.7,0.02,4594.0,0.0,0.0,0,0,226.0,1.0
0.56,27.7,0.02,7592.0,0.0,0.0,0,0,366.0,5.0
0.62,27.7,0.03,14414.0,0.0,14.0,0,0,334.0,2.0
4.33,29.33,0.15,14917.0,0.0,0.0,0,0,729.0,5.0
1.14,29.33,0.01,5612.0,0.0,302.0,0,0,259.0,5.0
2.38,29.33,0.09,16189.0,0.0,3043.0,0,0,397.0,5.0
1.83,29.33,0.02,7204.0,0.0,0.0,0,0,310.0,5.0
0.91,29.33,0.07,6762.0,0.0,0.0,0,0,451.0,5.0
