kda,gold_efficiency,last_hits_per_min,hero_heal_damage,wards_placed,tower_damage,rune_pickups,teamfight_participation,xp_per_min,rank_tier
4.33,27.4,0.08,16293.0,0.0,2760.0,0,0,522.0,6.0
1.1,27.4,0.01,7067.0,0.0,0.0,0,0,222.0,6.0
2.4,27.4,0.04,25183.0,0.0,210.0,0,0,459.0,6.0
1.36,32.35,0.07,13836.0,0.0,0.0,0,0,522.0,3.0
0.69,32.35,0.01,5753.0,0.0,0.0,0,0,324.0,4.0
1.64,32.35,0.06,16663.0,0.0,0.0,0,0,453.0,3.0
1.14,32.35,0.02,15282.0,0.0,0.0,0,0,558.0,4.0
4.4,32.35,0.02,17622.0,0.0,645.0,0,0,685.0,3.0
3.11,32.35,0.12,35929.0,0.0,7126.0,0,0,877.0,3.0
4.8,32.35,0.06,22923.0,0.0,624.0,0,0,607.0,3.0
4.25,31.25,0.06,17588.0,0.0,1999.0,0,0,611.0,3.0
13.5,31.25,0.12,38367.0,0.0,4191.0,0,0,911.0,3.0
4.57,28.35,0.03,21812.0,0.0,447.0,0,0,619.0,6.0
10.0,28.35,0.08,21083.0,0.0,3786.0,0,0,610.0,5.0
4.5,28.35,0.11,19770.0,0.0,12332.0,0,0,881.0,5.0
0.57,28.35,0.06,16838.0,0.0,2248.0,0,0,430.0,6.0
1.09,28.35,0.03,8557.0,0.0,0.0,0,0,342.0,6.0
1.55,28.35,0.07,15581.0,0.0,0.0,0,0,594.0,5.0
1.2,28.35,0.09,14220.0,0.0,0.0,0,0,583.0,5.0
10.5,31.52,0.05,37989.0,0.0,1784.0,0,0,917.0,6.0
1.3,31.52,0.02,9561.0,0.0,909.0,0,0,362.0,5.0
6.0,31.52,0.04,32325.0,0.0,1247.0,0,0,765.0,6.0
1.29,31.51,0.03,15144.0,0.0,23.0,0,0,526.0,6.0
3.88,31.52,0.11,30301.0,0.0,6015.0,0,0,692.0,7.0
1.23,31.52,0.06,22408.0,0.0,420.0,0,0,549.0,5.0
2.0,31.52,0.01,19285.0,0.0,281.0,0,0,379.0,6.0
0.59,31.51,0.01,8444.0,0.0,0.0,0,0,182.0,3.0
1.57,31.52,0.05,24256.0,0.0,0.0,0,0,626.0,8.0
5.0,24.07,0.03,16254.0,0.0,670.0,0,0,668.0,3.0
6.67,24.06,0.04,13137.0,0.0,234.0,0,0,446.0,1.0
5.0,30.43,0.07,35948.0,0.0,7870.0,0,0,674.0,2.0
5.83,30.43,0.07,35196.0,0.0,3205.0,0,0,550.0,2.0
6.8,30.43,0.1,36615.0,0.0,6804.0,0,0,855.0,2.0
12.0,30.43,0.04,22855.0,0.0,574.0,0,0,619.0,2.0
0.8,30.43,0.02,7824.0,0.0,12.0,0,0,371.0,2.0
1.67,30.43,0.02,11049.0,0.0,24.0,0,0,534.0,2.0
1.83,30.15,0.01,12982.0,11.0,0.0,0.0,0.73,284.0,5.0
1.17,30.15,0.08,13242.0,0.0,1025.0,2.0,0.47,380.0,5.0
5.33,30.15,0.16,15285.0,0.0,8176.0,7.0,0.62,619.0,5.0
1.57,30.15,0.11,11088.0,2.0,5234.0,1.0,0.42,745.0,6.0
9.0,30.15,0.0,15098.0,21.0,191.0,5.0,0.65,376.0,6.0
2.83,28.23,0.08,21160.0,0.0,7656.0,0,0,536.0,6.0
5.25,28.23,0.08,18956.0,0.0,2344.0,0,0,621.0,6.0
2.0,28.23,0.01,7949.0,0.0,2784.0,0,0,446.0,6.0
4.62,28.23,0.02,29919.0,0.0,526.0,0,0,579.0,6.0
2.5,28.23,0.09,19229.0,0.0,2788.0,0,0,592.0,6.0
1.21,28.23,0.02,8446.0,0.0,37.0,0,0,444.0,6.0
1.07,28.23,0.07,6396.0,0.0,0.0,0,0,365.0,6.0
1.38,28.23,0.01,11540.0,0.0,0.0,0,0,356.0,6.0
3.0,28.23,0.05,14479.0,0.0,0.0,0,0,633.0,6.0
3.17,28.23,0.08,20616.0,0.0,0.0,0,0,551.0,6.0
6.0,26.03,0.03,6821.0,0.0,6766.0,0,0,434.0,2.0
5.5,26.03,0.11,9829.0,0.0,6775.0,0,0,497.0,2.0
2.38,30.2,0.02,10601.0,0.0,67.0,0,0,339.0,5.0
0.86,30.2,0.06,10586.0,0.0,0.0,0,0,414.0,5.0
1.36,30.2,0.08,19084.0,0.0,1303.0,0,0,502.0,6.0
1.09,30.2,0.07,8726.0,0.0,901.0,0,0,379.0,5.0
7.0,30.2,0.03,15574.0,0.0,3503.0,0,0,438.0,5.0
5.5,30.2,0.03,19114.0,0.0,2663.0,0,0,651.0,5.0
5.5,30.2,0.08,16212.0,0.0,7040.0,0,0,548.0,5.0
7.5,31.43,0.13,22391.0,0.0,1806.0,0,0,681.0,6.0
6.75,31.43,0.11,20258.0,0.0,8840.0,0,0,538.0,4.0
0.56,31.43,0.03,13998.0,0.0,0.0,0,0,201.0,4.0
0.83,31.43,0.01,5807.0,0.0,0.0,0,0,228.0,5.0
1.5,31.43,0.11,9598.0,0.0,744.0,0,0,494.0,4.0
0.62,31.43,0.05,7023.0,0.0,158.0,0,0,307.0,3.0
0.43,31.43,0.12,15850.0,0.0,124.0,0,0,582.0,5.0
23.0,32.41,0.02,11273.0,0.0,1010.0,0,0,418.0,3.0
5.0,32.42,0.12,10998.0,0.0,1024.0,0,0,583.0,4.0
11.5,32.42,0.12,22147.0,0.0,7968.0,0,0,676.0,4.0
2.57,32.42,0.03,7481.0,0.0,785.0,0,0,468.0,4.0
1.0,32.41,0.01,6200.0,0.0,0.0,0,0,233.0,3.0
0.86,32.42,0.01,9727.0,0.0,0.0,0,0,236.0,4.0
1.14,32.41,0.1,14943.0,0.0,0.0,0,0,500.0,4.0
0.5,32.42,0.05,5202.0,0.0,55.0,0,0,304.0,4.0
1.33,8.68,0.06,1620.0,0.0,0.0,0,0,352.0,4.0
1.67,8.68,0.0,2898.0,0.0,14.0,0,0,226.0,3.0
1.0,8.68,0.06,3213.0,0.0,0.0,0,0,453.0,6.0
0.75,8.68,0.01,2583.0,0.0,0.0,0,0,356.0,4.0
0.25,8.68,0.0,536.0,0.0,0.0,0,0,64.0,4.0
1.0,8.68,0.01,1128.0,0.0,0.0,0,0,116.0,6.0
0.8,8.68,0.05,5454.0,0.0,0.0,0,0,435.0,4.0
4.5,27.15,0.13,3142.0,0.0,3581.0,0,0,475.0,4.0
18.5,27.15,0.13,30718.0,0.0,6715.0,0,0,971.0,4.0
0.33,27.15,0.11,12182.0,0.0,417.0,0,0,516.0,3.0
0.62,27.14,0.01,4319.0,0.0,112.0,0,0,208.0,4.0
0.4,27.15,0.02,8475.0,0.0,0.0,0,0,248.0,4.0
12.67,28.28,0.07,33078.0,0.0,7579.0,0,0,904.0,3.0
2.4,28.28,0.01,14493.0,0.0,483.0,0,0,541.0,3.0
3.43,28.28,0.04,17717.0,0.0,3662.0,0,0,765.0,3.0
0.92,28.28,0.02,12333.0,0.0,183.0,0,0,437.0,3.0
2.57,30.37,0.11,15077.0,0.0,7498.0,0,0,580.0,4.0
8.0,30.36,0.05,31116.0,0.0,1978.0,0,0,757.0,3.0
16.0,30.37,0.08,35738.0,0.0,9430.0,0,0,972.0,6.0
1.08,30.37,0.06,18261.0,0.0,454.0,0,0,540.0,4.0
1.13,30.37,0.03,14042.0,0.0,0.0,0,0,517.0,4.0
0.65,30.36,0.01,18186.0,0.0,0.0,0,0,246.0,4.0
12.5,29.0,0.09,19747.0,0.0,5687.0,0,0,566.0,4.0
2.71,29.0,0.02,8376.0,0.0,115.0,0,0,311.0,3.0
16.5,29.0,0.13,34235.0,0.0,8888.0,0,0,784.0,5.0
0.88,29.0,0.06,9559.0,0.0,0.0,0,0,366.0,4.0
2.25,26.33,0.02,15177.0,0.0,2945.0,0,0,352.0,2.0
6.0,26.33,0.06,17977.0,0.0,4286.0,0,0,696.0,3.0
7.5,26.33,0.08,7863.0,0.0,4325.0,0,0,520.0,2.0
0.33,26.33,0.04,10091.0,0.0,0.0,0,0,335.0,4.0
3.0,27.27,0.05,23256.0,0.0,2048.0,0,0,604.0,3.0
3.33,27.27,0.01,5924.0,0.0,793.0,0,0,288.0,2.0
2.0,27.26,0.1,7536.0,0.0,0.0,0,0,471.0,4.0
3.0,19.91,0.09,5226.0,0.0,4892.0,0,0,371.0,6.0
25.0,19.92,0.06,16053.0,0.0,3551.0,0,0,421.0,7.0
6.67,19.92,0.01,8518.0,0.0,351.0,0,0,289.0,5.0
0.15,19.91,0.02,4250.0,0.0,155.0,0,0,181.0,6.0
0.33,19.91,0.01,1662.0,0.0,41.0,0,0,120.0,6.0
0.57,19.91,0.06,7589.0,0.0,0.0,0,0,372.0,5.0
10.0,25.5,0.06,29577.0,0.0,921.0,0,0,988.0,4.0
2.8,25.5,0.04,5398.0,0.0,1601.0,0,0,371.0,4.0
6.5,25.5,0.11,27307.0,0.0,6594.0,0,0,867.0,4.0
0.29,25.5,0.09,4637.0,0.0,12.0,0,0,409.0,4.0
1.36,30.7,0.01,9611.0,0.0,0.0,0,0,200.0,6.0
1.6,30.7,0.02,15611.0,0.0,51.0,0,0,285.0,6.0
0.82,30.7,0.05,15751.0,0.0,247.0,0,0,311.0,5.0
1.56,30.7,0.05,9599.0,0.0,198.0,0,0,277.0,5.0
3.8,30.7,0.02,9590.0,0.0,979.0,0,0,390.0,5.0
5.5,30.7,0.07,22282.0,0.0,3618.0,0,0,673.0,5.0
30.0,30.7,0.08,22690.0,0.0,4949.0,0,0,723.0,6.0
3.38,30.7,0.01,8289.0,0.0,1258.0,0,0,421.0,5.0
1.0,27.15,0.01,6795.0,0.0,32.0,0,0,144.0,1.0
0.85,27.15,0.01,9429.0,0.0,0.0,0,0,388.0,1.0
2.62,27.15,0.05,16793.0,0.0,7814.0,0,0,538.0,1.0
0.0,20.11,0.05,2551.0,0.0,0.0,0.0,0.0,230.0,5.0
0.29,20.12,0.03,2814.0,0.0,0.0,4.0,0.33,239.0,5.0
0.0,20.12,0.04,3390.0,2.0,52.0,0.0,0.0,276.0,5.0
0.8,20.12,0.01,7823.0,12.0,0.0,2.0,0.67,142.0,5.0
14.0,20.12,0.17,15165.0,0.0,8849.0,1.0,0.45,804.0,5.0
17.0,20.11,0.03,7409.0,5.0,444.0,4.0,0.55,265.0,5.0
7.0,20.12,0.08,10235.0,1.0,4755.0,8.0,0.45,573.0,5.0
4.5,20.12,0.1,5016.0,0.0,4156.0,0.0,0.29,464.0,5.0
1.5,20.12,0.02,4612.0,5.0,881.0,4.0,0.29,233.0,5.0
0.22,21.98,0.03,4349.0,0.0,253.0,0,0,250.0,3.0
0.31,21.98,0.04,10309.0,0.0,0.0,0,0,226.0,3.0
0.4,21.98,0.02,12032.0,0.0,0.0,0,0,255.0,5.0
10.0,21.98,0.04,25043.0,0.0,2582.0,0,0,434.0,5.0
2.58,31.87,0.03,9882.0,0.0,1268.0,0,0,405.0,4.0
3.86,31.87,0.06,22479.0,0.0,5098.0,0,0,719.0,4.0
0.6,29.87,0.17,4214.0,0.0,123.0,0,0,578.0,5.0
0.6,29.87,0.06,17320.0,0.0,0.0,0,0,385.0,6.0
0.38,29.86,0.0,9988.0,0.0,48.0,0,0,205.0,5.0
12.5,29.86,0.01,11667.0,0.0,408.0,0,0,414.0,5.0
5.2,29.86,0.02,8032.0,0.0,871.0,0,0,426.0,6.0
3.67,29.86,0.04,3635.0,0.0,424.0,0,0,343.0,5.0
1.3,32.42,0.05,33492.0,0.0,19.0,0,0,700.0,6.0
7.8,32.42,0.03,24755.0,0.0,275.0,0,0,804.0,6.0
3.75,32.41,0.03,7030.0,0.0,108.0,0,0,391.0,4.0
4.25,32.41,0.01,5702.0,0.0,14.0,0,0,470.0,3.0
1.83,26.78,0.01,8373.0,0.0,1694.0,0,0,287.0,6.0
3.5,26.78,0.12,7702.0,0.0,4447.0,0,0,619.0,6.0
2.6,26.78,0.1,7432.0,0.0,11882.0,0,0,479.0,6.0
1.0,26.78,0.04,3633.0,0.0,1764.0,0,0,290.0,6.0
3.0,26.78,0.04,10469.0,0.0,64.0,0,0,397.0,6.0
3.25,26.78,0.02,5555.0,0.0,0.0,0,0,220.0,6.0
1.29,26.78,0.05,4938.0,0.0,914.0,0,0,277.0,6.0
1.75,26.78,0.15,11502.0,0.0,283.0,0,0,472.0,6.0
1.83,26.78,0.06,19750.0,0.0,0.0,0,0,446.0,7.0
1.8,26.78,0.11,6002.0,0.0,0.0,0,0,390.0,6.0
4.8,27.6,0.13,37991.0,0.0,5432.0,0,0,1047.0,3.0
2.6,27.6,0.03,11528.0,0.0,165.0,0,0,330.0,4.0
0.6,27.6,0.03,9419.0,0.0,406.0,0,0,304.0,4.0
6.5,27.6,0.12,11101.0,0.0,2203.0,0,0,636.0,4.0
1.86,27.6,0.05,11049.0,0.0,0.0,0,0,417.0,4.0
1.71,27.6,0.11,17305.0,0.0,59.0,0,0,437.0,4.0
2.12,27.6,0.08,13911.0,0.0,34.0,0,0,368.0,4.0
1.86,27.6,0.03,11055.0,0.0,0.0,0,0,220.0,3.0
1.67,27.6,0.04,21139.0,0.0,0.0,0,0,401.0,4.0
5.0,31.6,0.1,13373.0,0.0,5535.0,0,0,488.0,5.0
3.38,31.6,0.02,21051.0,0.0,2381.0,0,0,355.0,5.0
8.67,31.6,0.04,13771.0,0.0,2680.0,0,0,393.0,6.0
6.2,31.6,0.03,16671.0,0.0,3865.0,0,0,480.0,5.0
0.45,31.6,0.05,5468.0,0.0,128.0,0,0,247.0,5.0
1.1,31.6,0.01,8520.0,0.0,0.0,0,0,185.0,6.0
0.7,31.6,0.05,12756.0,0.0,144.0,0,0,334.0,5.0
3.2,30.97,0.14,15702.0,0.0,5400.0,6.0,0.39,757.0,2.0
4.5,30.97,0.05,29396.0,1.0,1967.0,3.0,0.66,627.0,3.0
1.14,30.96,0.05,12637.0,1.0,220.0,2.0,0.31,473.0,2.0
0.0,30.96,0.01,1216.0,0.0,0.0,1.0,0.0,65.0,3.0
1.5,30.97,0.03,22187.0,0.0,0.0,5.0,0.69,636.0,3.0
1.73,30.96,0.06,17534.0,0.0,28.0,1.0,0.73,440.0,3.0
1.17,32.73,0.06,15817.0,0.0,469.0,0,0,477.0,4.0
4.43,32.73,0.03,13580.0,0.0,3479.0,0,0,669.0,2.0
1.0,13.52,0.07,5171.0,0.0,45.0,0,0,328.0,3.0
0.75,13.52,0.01,1862.0,0.0,398.0,0,0,178.0,2.0
6.0,13.52,0.1,7915.0,0.0,4256.0,0,0,591.0,7.0
0.17,16.4,0.0,527.0,0.0,0.0,0,0,85.0,3.0
0.5,16.4,0.03,1781.0,0.0,0.0,0,0,216.0,3.0
7.5,16.4,0.04,4813.0,0.0,3158.0,0,0,321.0,2.0
3.0,8.55,0.1,1649.0,0.0,0.0,0,0,292.0,5.0
1.0,8.55,0.05,3708.0,0.0,0.0,0,0,399.0,5.0
4.0,8.55,0.01,1896.0,0.0,0.0,0,0,185.0,5.0
2.0,8.55,0.09,4496.0,0.0,0.0,0,0,481.0,5.0
0.33,8.55,0.05,1702.0,0.0,0.0,0,0,311.0,5.0
0.25,8.55,0.07,2571.0,0.0,0.0,0,0,405.0,6.0
0.2,8.55,0.04,1662.0,0.0,0.0,0,0,205.0,5.0
1.17,21.88,0.09,7667.0,0.0,0.0,0,0,417.0,7.0
0.5,21.88,0.07,5229.0,0.0,0.0,0,0,424.0,7.0
0.57,21.88,0.02,4549.0,0.0,0.0,0,0,269.0,7.0
0.24,21.88,0.01,7654.0,0.0,0.0,0,0,155.0,7.0
1.14,21.88,0.04,9469.0,0.0,0.0,0,0,318.0,7.0
5.33,21.88,0.05,15409.0,0.0,267.0,0,0,576.0,7.0
3.8,21.88,0.0,7413.0,0.0,612.0,0,0,178.0,7.0
4.67,21.88,0.19,16546.0,0.0,13969.0,0,0,1006.0,7.0
2.0,30.92,0.11,21145.0,0.0,89.0,0,0,585.0,3.0
0.67,30.92,0.02,8733.0,0.0,97.0,0,0,312.0,3.0
3.0,30.91,0.0,7568.0,0.0,204.0,0,0,555.0,2.0
12.33,30.92,0.07,37351.0,0.0,1455.0,0,0,865.0,2.0
5.0,30.92,0.13,15669.0,0.0,3830.0,0,0,605.0,3.0
3.8,30.92,0.08,16287.0,0.0,14221.0,0,0,418.0,2.0
7.67,30.92,0.07,19025.0,0.0,945.0,0,0,694.0,2.0
1.0,13.65,0.02,2801.0,0.0,0.0,0,0,202.0,3.0
0.33,13.65,0.09,2623.0,0.0,0.0,0,0,362.0,4.0
1.0,13.65,0.05,2913.0,0.0,438.0,0,0,380.0,4.0
1.5,6.45,0.01,1188.0,0.0,0.0,0,0,161.0,5.0
0.0,6.45,0.08,2243.0,0.0,0.0,0,0,401.0,6.0
0.33,6.45,0.01,998.0,0.0,0.0,0,0,182.0,5.0
1.67,6.45,0.05,3184.0,0.0,0.0,0,0,290.0,6.0
1.67,9.15,0.01,1266.0,0.0,939.0,0,0,177.0,5.0
2.5,9.15,0.03,1883.0,0.0,1776.0,0,0,198.0,8.0
3.0,9.15,0.04,2159.0,0.0,919.0,0,0,194.0,6.0
3.0,9.15,0.04,1771.0,0.0,2296.0,0,0,189.0,5.0
2.0,9.15,0.06,1668.0,0.0,2619.0,0,0,327.0,8.0
0.0,9.15,0.02,1158.0,0.0,0.0,0,0,127.0,6.0
0.0,9.14,0.01,839.0,0.0,0.0,0,0,27.0,7.0
0.0,9.15,0.0,1044.0,0.0,0.0,0,0,45.0,6.0
0.0,8.17,0.01,2616.0,0.0,86.0,0,0,218.0,4.0
5.0,8.17,0.02,3185.0,0.0,0.0,0,0,338.0,5.0
0.0,8.17,0.1,985.0,0.0,146.0,0,0,315.0,5.0
0.0,8.16,0.0,471.0,0.0,0.0,0,0,126.0,4.0
0.0,8.16,0.04,297.0,0.0,0.0,0,0,208.0,6.0
0.0,8.17,0.06,1974.0,0.0,0.0,0,0,391.0,6.0
0.0,8.16,0.0,1015.0,0.0,0.0,0,0,155.0,6.0
0.0,8.17,0.07,632.0,0.0,0.0,0,0,303.0,5.0
3.0,10.55,0.07,1167.0,0.0,746.0,0,0,320.0,5.0
2.0,10.55,0.06,3933.0,0.0,1483.0,0,0,246.0,5.0
1.5,10.55,0.01,1309.0,0.0,979.0,0,0,152.0,6.0
8.0,10.55,0.1,5746.0,0.0,5347.0,0,0,484.0,5.0
5.0,10.55,0.01,5337.0,0.0,164.0,0,0,266.0,5.0
0.0,10.55,0.12,0.0,0.0,1209.0,0,0,343.0,5.0
0.25,10.55,0.02,3141.0,0.0,0.0,0,0,198.0,5.0
0.14,10.55,0.03,2276.0,0.0,0.0,0,0,241.0,5.0
2.0,12.13,0.05,3654.0,0.0,2666.0,0,0,418.0,2.0
1.0,12.13,0.08,1212.0,0.0,740.0,0,0,353.0,3.0
0.67,12.13,0.04,1666.0,0.0,802.0,0,0,286.0,3.0
0.0,12.13,0.02,2866.0,0.0,0.0,0,0,146.0,2.0
0.0,12.13,0.0,953.0,0.0,0.0,0,0,77.0,2.0
0.5,12.13,0.01,1689.0,0.0,0.0,0,0,154.0,2.0
9.0,13.82,0.1,14158.0,0.0,3297.0,0,0,668.0,2.0
0.5,13.82,0.02,3336.0,0.0,0.0,0,0,326.0,3.0
5.0,15.65,0.02,4077.0,0.0,405.0,0,0,250.0,8.0
7.0,15.65,0.15,4341.0,0.0,5514.0,0,0,497.0,8.0
6.0,15.65,0.08,4061.0,0.0,787.0,0,0,361.0,8.0
5.0,15.65,0.01,7223.0,0.0,1090.0,0,0,288.0,8.0
5.0,15.65,0.09,3837.0,0.0,3049.0,0,0,377.0,8.0
0.25,15.65,0.1,2008.0,0.0,0.0,0,0,314.0,8.0
0.17,15.65,0.03,4248.0,0.0,0.0,0,0,282.0,8.0
0.0,15.65,0.14,2486.0,0.0,198.0,0,0,490.0,8.0
0.0,15.65,0.04,3602.0,0.0,14.0,0,0,150.0,8.0
1.0,21.68,0.06,7006.0,0.0,329.0,0,0,341.0,5.0
0.33,21.68,0.06,3653.0,0.0,97.0,0,0,260.0,5.0
0.83,21.68,0.01,6154.0,0.0,207.0,0,0,221.0,4.0
0.8,21.68,0.02,4967.0,0.0,0.0,0,0,229.0,5.0
1.0,21.68,0.02,8419.0,0.0,0.0,0,0,216.0,4.0
3.0,21.68,0.07,2827.0,0.0,3258.0,0,0,384.0,5.0
9.5,21.68,0.09,16751.0,0.0,3901.0,0,0,441.0,5.0
4.0,21.68,0.01,9446.0,0.0,592.0,0,0,284.0,4.0
0.0,20.51,0.1,4317.0,2.0,221.0,3.0,0.0,418.0,7.0
1.6,20.51,0.01,5125.0,1.0,0.0,2.0,1.0,206.0,6.0
3.0,20.52,0.01,17505.0,9.0,1404.0,2.0,0.67,352.0,6.0
4.67,20.52,0.1,8372.0,0.0,2008.0,1.0,0.67,424.0,7.0
3.0,20.51,0.0,3788.0,3.0,1085.0,3.0,0.43,199.0,7.0
7.0,20.52,0.12,12725.0,0.0,1685.0,6.0,0.33,443.0,7.0
1.0,15.58,0.0,0.0,0.0,0.0,0,0,222.0,6.0
2.0,15.58,0.06,8176.0,0.0,498.0,0,0,369.0,5.0
9.0,15.58,0.09,5503.0,0.0,9985.0,0,0,569.0,4.0
1.25,15.58,0.05,2803.0,0.0,769.0,0,0,266.0,6.0
2.67,15.58,0.01,5235.0,0.0,790.0,0,0,287.0,6.0
3.33,15.58,0.05,5940.0,0.0,2026.0,0,0,374.0,5.0
3.2,20.28,0.09,5109.0,0.0,6154.0,0,0,367.0,5.0
4.0,20.28,0.07,19246.0,0.0,2319.0,0,0,619.0,2.0
1.38,20.28,0.01,5970.0,0.0,0.0,0,0,348.0,5.0
3.25,20.28,0.1,10737.0,0.0,0.0,0,0,691.0,5.0
3.5,19.63,0.11,10879.0,0.0,18.0,0,0,504.0,3.0
4.5,19.63,0.01,8570.0,0.0,0.0,0,0,228.0,4.0
1.5,19.63,0.02,4084.0,0.0,57.0,0,0,201.0,4.0
1.0,19.63,0.09,5079.0,0.0,746.0,0,0,307.0,2.0
0.33,17.25,0.0,718.0,0.0,0.0,0,0,46.0,4.0
0.62,17.25,0.04,10476.0,0.0,13.0,0,0,491.0,3.0
1.5,17.25,0.09,7326.0,0.0,863.0,0,0,464.0,5.0
1.0,17.25,0.04,4132.0,0.0,1004.0,0,0,221.0,4.0
2.67,17.25,0.05,5454.0,0.0,7358.0,0,0,397.0,4.0
1.8,17.25,0.1,4798.0,0.0,5750.0,0,0,461.0,4.0
6.5,17.25,0.01,5026.0,0.0,1672.0,0,0,266.0,5.0
6.0,22.07,0.08,8121.0,0.0,8716.0,0,0,525.0,3.0
12.0,22.06,0.03,7121.0,0.0,857.0,0,0,363.0,3.0
0.57,22.06,0.03,6718.0,0.0,152.0,0,0,289.0,2.0
0.6,22.06,0.07,3613.0,0.0,0.0,0,0,281.0,2.0
0.67,22.07,0.04,4774.0,0.0,115.0,0,0,350.0,4.0
0.4,21.88,0.03,4826.0,0.0,0.0,0,0,184.0,6.0
0.45,21.88,0.01,2944.0,0.0,0.0,0,0,149.0,6.0
0.67,21.88,0.08,6716.0,0.0,0.0,0,0,337.0,6.0
4.6,21.88,0.02,21408.0,0.0,1115.0,0,0,466.0,7.0
5.0,21.88,0.14,5174.0,0.0,5606.0,0,0,500.0,6.0
5.67,21.93,0.1,17180.0,0.0,8813.0,0,0,641.0,6.0
23.0,21.93,0.08,9006.0,0.0,6440.0,0,0,696.0,6.0
6.0,21.93,0.03,7323.0,0.0,1040.0,0,0,365.0,6.0
4.0,21.93,0.03,6736.0,0.0,109.0,0,0,432.0,6.0
0.33,21.93,0.02,2710.0,0.0,0.0,0,0,210.0,6.0
0.0,21.93,0.02,2388.0,0.0,0.0,0,0,155.0,6.0
0.11,21.93,0.05,4095.0,0.0,0.0,0,0,261.0,6.0
9.5,22.35,0.01,11242.0,0.0,925.0,0,0,451.0,5.0
9.5,22.35,0.1,13211.0,0.0,5259.0,0,0,613.0,6.0
0.55,22.35,0.05,10569.0,0.0,0.0,0,0,422.0,5.0
0.38,22.35,0.0,4396.0,0.0,0.0,0,0,222.0,5.0
1.0,22.35,0.08,12406.0,0.0,0.0,0,0,500.0,6.0
0.4,22.35,0.01,3909.0,0.0,0.0,0,0,223.0,5.0
3.33,25.75,0.07,2985.0,0.0,2506.0,0,0,409.0,2.0
6.5,25.75,0.05,16800.0,0.0,2044.0,0,0,438.0,2.0
1.67,17.67,0.05,5758.0,0.0,839.0,0,0,420.0,2.0
0.33,17.67,0.01,1455.0,0.0,0.0,0,0,96.0,3.0
0.6,17.67,0.01,3269.0,0.0,0.0,0,0,200.0,2.0
0.5,17.66,0.05,4973.0,0.0,25.0,0,0,307.0,2.0
2.2,22.78,0.11,8815.0,0.0,3760.0,0,0,491.0,6.0
0.71,22.78,0.0,2142.0,0.0,0.0,0,0,130.0,5.0
1.17,22.78,0.06,10641.0,0.0,16.0,0,0,372.0,5.0
0.83,22.78,0.06,3830.0,0.0,0.0,0,0,373.0,5.0
16.0,17.28,0.08,10238.0,0.0,2651.0,0,0,377.0,4.0
6.5,17.28,0.06,4568.0,0.0,2335.0,0,0,412.0,4.0
20.0,17.28,0.12,11600.0,0.0,6640.0,0,0,579.0,4.0
17.0,17.28,0.02,2284.0,0.0,510.0,0,0,276.0,4.0
0.09,17.28,0.02,6386.0,0.0,232.0,0,0,197.0,4.0
0.12,17.28,0.03,6143.0,0.0,69.0,0,0,262.0,4.0
0.0,17.28,0.01,2700.0,0.0,0.0,0,0,87.0,4.0
0.0,17.28,0.0,839.0,0.0,0.0,0,0,92.0,4.0
0.5,26.21,0.02,7653.0,0.0,67.0,0,0,249.0,4.0
0.7,26.21,0.03,3551.0,0.0,0.0,0,0,470.0,4.0
7.0,11.12,0.09,5735.0,0.0,283.0,0,0,512.0,7.0
0.6,11.11,0.0,1182.0,0.0,210.0,0,0,241.0,5.0
0.33,11.11,0.02,2326.0,0.0,0.0,0,0,156.0,7.0
0.2,11.11,0.04,2845.0,0.0,0.0,0,0,306.0,7.0
1.33,11.11,0.03,2901.0,0.0,0.0,0,0,223.0,7.0
7.0,21.97,0.17,19360.0,0.0,8500.0,0,0,1104.0,6.0
3.0,21.97,0.01,5007.0,0.0,685.0,0,0,242.0,5.0
3.33,21.97,0.12,12650.0,0.0,3560.0,0,0,491.0,5.0
0.8,21.96,0.08,2557.0,0.0,0.0,0,0,359.0,5.0
0.27,21.97,0.06,5132.0,0.0,0.0,0,0,309.0,5.0
2.0,22.2,0.02,4598.0,17.0,631.0,4.0,0.45,213.0,3.0
4.33,22.2,0.09,10604.0,1.0,3177.0,0.0,0.59,450.0,3.0
3.33,22.2,0.11,12591.0,1.0,8337.0,5.0,0.45,579.0,4.0
1.25,22.2,0.08,10416.0,0.0,1718.0,2.0,0.23,421.0,3.0
2.0,19.62,0.06,9996.0,0.0,148.0,0,0,432.0,2.0
9.0,19.62,0.04,5374.0,0.0,0.0,0,0,225.0,5.0
6.5,19.61,0.01,9025.0,0.0,0.0,0,0,312.0,3.0
0.75,19.61,0.04,1751.0,0.0,86.0,0,0,269.0,4.0
0.5,20.9,0.04,2094.0,0.0,50.0,0,0,236.0,4.0
0.08,20.9,0.04,3889.0,0.0,0.0,0,0,204.0,5.0
0.43,20.9,0.02,4490.0,0.0,0.0,0,0,274.0,5.0
0.64,21.83,0.01,8874.0,0.0,0.0,0,0,232.0,5.0
2.4,21.83,0.05,9151.0,0.0,0.0,0,0,404.0,5.0
1.33,21.83,0.07,4633.0,0.0,98.0,0,0,425.0,6.0
1.0,21.83,0.01,9435.0,0.0,0.0,0,0,310.0,5.0
2.14,21.83,0.07,8180.0,0.0,2105.0,0,0,410.0,5.0
4.25,21.83,0.16,19550.0,0.0,8273.0,0,0,1277.0,5.0
1.29,21.83,0.01,6395.0,0.0,62.0,0,0,227.0,5.0
